compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C4H33N0O7,970.84,8.36,286.579,Organic Compound
Adenosine triphosphate,C6H12N0O8,481.61,N/A,387.269,Amide
Adrenaline,C14H17N1O0,248.18,6.29,867.25,Amide
Dopamine,C13H7N3O7,466.57,2.03,231.585,Hormone
Aspirin,C7H1N2O6,780.53,12.71,240.513,Alkaloid
Caffeine,C20H6N3O7,322.3,N/A,168.792,Carbohydrate
Caffeine,C5H14N4O3,119.24,7.39,233.061,Amide
Aspirin,C4H30N4O2,742.13,13.32,104.932,Organic Compound
Caffeine,C7H22N1O2,702.65,5.65,247.058,Amide
Aspirin,C6H8N0O10,254.94,12.38,807.099,Alkaloid
Aspirin,C5H29N5O9,101.09,N/A,581.682,Lipid
Aspirin,C2H22N5O6,539.0,5.56,53.229,Organic Compound
Dopamine,C17H7N2O8,111.22,10.92,148.078,Nucleotide
Adenosine triphosphate,C4H26N4O7,559.78,9.63,344.487,Organic Compound
Urea,C20H11N1O1,201.92,1.06,480.61,Amide
Dopamine,C12H33N3O1,587.33,N/A,551.151,Neurotransmitter
Serotonin,C3H36N2O8,391.56,11.61,406.975,Amide
Serotonin,C13H24N4O2,517.69,2.1,994.616,Alkaloid
Cholesterol,C19H26N2O4,251.26,N/A,573.882,Neurotransmitter
Caffeine,C18H37N4O2,376.41,13.8,376.042,Hormone
Urea,C6H37N4O8,180.65,8.4,105.232,Organic Compound
Serotonin,C12H11N2O5,307.41,12.47,569.193,Hormone
Dopamine,C17H24N3O8,534.73,13.74,28.55,Amide
Aspirin,C7H23N4O1,296.66,N/A,449.95,Neurotransmitter
Ethanol,C15H12N3O5,305.57,N/A,692.4,Amide
Cholesterol,C11H16N5O5,709.6,10.2,619.49,Carbohydrate
Aspirin,C12H18N1O3,297.25,1.27,861.304,Hormone
Dopamine,C13H35N1O6,823.39,N/A,145.723,Hormone
Glucose,C15H40N3O2,607.76,3.23,952.085,Neurotransmitter
Dopamine,C8H5N3O5,126.1,5.65,177.736,Organic Compound
Aspirin,C1H8N4O0,596.25,2.54,892.129,Amide
Serotonin,C17H9N2O1,193.75,9.94,711.433,Alkaloid
Cholesterol,C14H23N2O10,825.99,5.31,148.725,Neurotransmitter
Dopamine,C3H9N2O9,388.23,11.53,851.005,Organic Compound
Cholesterol,C9H9N5O7,275.84,12.67,31.053,Carbohydrate
Urea,C17H39N0O9,327.01,N/A,455.955,Alkaloid
Adenosine triphosphate,C11H28N5O2,247.6,1.25,386.738,Organic Compound
Serotonin,C5H2N5O3,977.0,5.36,720.124,Carbohydrate
Glucose,C1H25N2O8,109.59,7.97,460.191,Nucleotide
Serotonin,C1H11N1O0,666.55,12.23,972.678,Nucleotide
Dopamine,C3H22N4O7,472.29,4.35,749.358,Organic Compound
Ethanol,C18H2N1O9,653.77,1.19,474.128,Organic Compound
Serotonin,C19H1N0O8,480.93,2.12,85.586,Hormone
Aspirin,C16H12N5O1,922.51,4.3,781.696,Amide
Aspirin,C20H8N2O5,865.65,5.73,681.477,Alcohol
Urea,C17H36N1O8,246.9,9.71,521.479,Lipid
Glucose,C12H31N0O9,128.32,N/A,648.275,Alcohol
Ethanol,C6H19N3O9,304.99,7.91,196.494,Amide
Adrenaline,C9H2N0O5,93.54,N/A,623.34,Alkaloid
Dopamine,C9H32N5O8,118.62,7.94,813.219,Neurotransmitter
Aspirin,C2H21N3O9,178.51,9.66,86.013,Hormone
Cholesterol,C13H32N4O1,831.82,7.41,543.198,Organic Compound
Cholesterol,C15H35N5O4,117.52,6.8,444.516,Carbohydrate
Cholesterol,C15H9N1O7,50.35,4.19,974.694,Carbohydrate
Dopamine,C13H4N4O9,853.61,8.49,994.481,Alcohol
Adrenaline,C10H5N2O9,276.14,5.38,68.853,Organic Compound
Caffeine,C11H27N3O5,110.42,9.97,5.678,Hormone
Dopamine,C18H24N0O3,573.07,7.02,736.879,Lipid
Adenosine triphosphate,C11H40N5O8,419.81,7.35,273.559,Nucleotide
Cholesterol,C2H37N3O5,422.4,6.49,463.797,Nucleotide
Glucose,C14H37N1O10,756.23,N/A,961.084,Neurotransmitter
Adrenaline,C9H33N4O1,649.66,N/A,674.491,Hormone
Glucose,C14H28N3O5,639.4,N/A,186.643,Organic Compound
Urea,C4H3N4O10,554.09,4.52,784.442,Hormone
Aspirin,C1H36N4O8,828.46,5.26,96.05,Lipid
Aspirin,C12H15N5O9,671.11,9.76,561.831,Neurotransmitter
Serotonin,C12H8N4O1,340.76,2.4,241.193,Hormone
Ethanol,C3H24N2O3,173.63,12.77,83.254,Neurotransmitter
Adrenaline,C15H25N3O2,989.11,N/A,123.045,Alkaloid
Cholesterol,C2H21N1O9,466.03,8.05,134.52,Organic Compound
Ethanol,C5H40N2O7,550.25,2.77,553.925,Hormone
Caffeine,C18H38N5O3,368.48,11.32,217.878,Lipid
Adrenaline,C17H39N3O3,282.31,9.8,873.412,Hormone
Dopamine,C16H28N0O9,714.76,3.48,730.068,Carbohydrate
Ethanol,C15H38N0O5,626.68,11.12,941.7,Amide
Aspirin,C3H28N5O7,386.07,1.56,211.299,Amide
Adrenaline,C18H17N5O1,91.45,7.86,471.26,Lipid
Adrenaline,C6H28N0O1,556.38,N/A,340.375,Hormone
Adrenaline,C7H10N3O7,619.25,9.16,234.467,Lipid
Aspirin,C16H18N1O8,360.85,7.47,942.882,Hormone
Serotonin,C8H29N4O4,465.05,8.79,997.783,Organic Compound
Dopamine,C4H31N4O1,314.02,N/A,39.633,Amide
Adenosine triphosphate,C16H1N4O8,897.33,6.85,212.074,Carbohydrate
Adenosine triphosphate,C2H9N4O3,171.26,N/A,202.595,Neurotransmitter
Urea,C5H25N1O3,444.62,1.19,501.35,Hormone
Glucose,C10H12N5O10,856.72,N/A,793.405,Alcohol
Cholesterol,C14H3N1O2,735.19,N/A,757.64,Hormone
Serotonin,C12H22N0O6,272.81,2.17,947.143,Neurotransmitter
Adrenaline,C4H34N1O4,389.94,6.93,355.626,Nucleotide
Cholesterol,C13H36N4O9,146.17,10.97,522.812,Lipid
Adenosine triphosphate,C19H25N4O0,654.86,5.39,81.807,Lipid
Serotonin,C16H37N5O2,672.89,N/A,6.519,Organic Compound
Cholesterol,C1H22N0O3,506.13,N/A,664.893,Nucleotide
Serotonin,C15H23N1O6,63.07,6.75,46.248,Organic Compound
Dopamine,C11H39N2O4,548.0,N/A,791.656,Lipid
Caffeine,C11H33N5O9,654.0,5.37,975.593,Neurotransmitter
Aspirin,C2H8N2O9,168.84,9.97,228.488,Carbohydrate
Caffeine,C6H17N5O8,918.91,9.11,141.21,Neurotransmitter
Cholesterol,C11H14N0O0,619.11,7.05,141.656,Organic Compound
Urea,C16H1N5O10,860.52,12.58,751.245,Nucleotide
Aspirin,C4H8N4O6,826.12,9.81,705.488,Lipid
Glucose,C13H14N4O4,894.28,4.03,638.758,Neurotransmitter
Adrenaline,C8H23N2O5,955.59,2.63,350.817,Organic Compound
Adenosine triphosphate,C10H17N2O10,842.06,4.31,945.472,Carbohydrate
Ethanol,C20H15N4O3,836.48,10.72,605.536,Hormone
Dopamine,C11H11N3O8,54.92,3.98,759.468,Organic Compound
Adrenaline,C4H36N4O0,522.29,12.26,121.24,Lipid
Serotonin,C20H33N5O3,102.51,12.31,913.149,Nucleotide
Adenosine triphosphate,C18H23N5O3,463.16,3.29,220.583,Nucleotide
Adrenaline,C6H17N2O10,846.9,N/A,20.438,Nucleotide
Glucose,C18H17N0O9,162.76,5.2,489.675,Amide
Ethanol,C2H36N1O5,688.07,10.34,702.38,Carbohydrate
Aspirin,C19H15N0O6,314.62,2.11,562.992,Lipid
Adenosine triphosphate,C13H21N5O6,329.62,12.64,110.572,Nucleotide
Cholesterol,C9H38N1O3,317.41,11.47,560.221,Neurotransmitter
Adenosine triphosphate,C14H17N4O1,90.56,13.34,61.78,Hormone
Aspirin,C13H40N2O4,592.92,13.92,705.681,Organic Compound
Cholesterol,C14H23N3O7,891.45,12.19,278.747,Lipid
Caffeine,C19H33N0O8,562.4,3.29,900.368,Neurotransmitter
Glucose,C18H35N5O10,256.77,10.06,642.693,Lipid
Cholesterol,C17H29N0O6,650.09,8.42,911.995,Carbohydrate
Adenosine triphosphate,C16H10N0O2,536.17,5.42,918.992,Carbohydrate
Dopamine,C10H18N5O7,503.39,13.71,52.17,Hormone
Adenosine triphosphate,C14H31N4O3,801.56,9.42,66.275,Alcohol
Dopamine,C6H21N1O2,189.99,N/A,526.768,Nucleotide
Serotonin,C2H6N4O6,856.18,4.7,933.096,Amide
Adenosine triphosphate,C1H2N5O0,531.02,N/A,414.383,Hormone
Dopamine,C4H16N3O9,337.47,11.75,378.708,Alcohol
Dopamine,C13H21N2O1,192.72,6.71,874.274,Alkaloid
Caffeine,C12H3N2O6,60.06,4.65,605.47,Alkaloid
Glucose,C20H39N1O4,546.76,11.61,258.13,Amide
Caffeine,C15H34N1O7,796.79,13.78,873.704,Lipid
Urea,C10H20N3O0,747.41,8.86,562.385,Lipid
Cholesterol,C5H27N3O4,532.53,5.92,985.191,Amide
