compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C8H22N3O2,508.28,1.71,421.012,Alcohol
Aspirin,C3H19N0O4,672.9,7.54,500.908,Nucleotide
Caffeine,C4H36N2O4,799.4,1.07,465.295,Neurotransmitter
Ethanol,C19H4N3O1,247.74,5.56,148.293,Lipid
Urea,C7H40N4O6,250.37,13.01,654.199,Alkaloid
Cholesterol,C3H5N5O9,931.24,8.21,935.487,Carbohydrate
Adenosine triphosphate,C11H40N3O4,460.25,N/A,21.048,Nucleotide
Cholesterol,C11H17N4O9,364.87,N/A,722.081,Organic Compound
Caffeine,C12H5N3O6,164.94,2.47,903.836,Amide
Adenosine triphosphate,C2H31N2O6,942.78,N/A,41.13,Amide
Urea,C8H24N0O10,101.36,2.4,91.132,Carbohydrate
Adrenaline,C11H33N2O5,51.77,N/A,638.153,Alcohol
Caffeine,C20H40N3O6,528.98,7.05,579.359,Nucleotide
Caffeine,C17H1N4O7,872.96,N/A,458.161,Amide
Cholesterol,C17H9N1O7,466.71,12.51,196.614,Neurotransmitter
Adenosine triphosphate,C15H9N0O5,250.99,6.9,982.689,Nucleotide
Adrenaline,C18H18N3O5,598.37,12.63,452.938,Organic Compound
Adrenaline,C16H7N5O5,328.05,10.24,790.853,Lipid
Aspirin,C1H39N5O9,667.6,4.88,130.729,Hormone
Serotonin,C10H34N0O1,985.6,11.87,649.339,Organic Compound
Cholesterol,C14H7N4O1,813.92,11.87,492.554,Neurotransmitter
Urea,C1H22N2O3,511.11,1.98,649.924,Neurotransmitter
Adrenaline,C14H28N2O9,440.23,6.92,50.728,Carbohydrate
Adrenaline,C2H39N1O8,380.97,3.81,925.838,Nucleotide
Serotonin,C8H2N3O3,67.79,3.1,350.809,Nucleotide
Dopamine,C6H38N1O6,496.54,1.97,790.02,Neurotransmitter
Adenosine triphosphate,C16H24N5O6,626.02,2.37,113.95,Amide
Adenosine triphosphate,C1H18N3O5,255.67,12.92,585.327,Carbohydrate
Ethanol,C3H10N1O9,700.58,12.06,365.194,Neurotransmitter
Serotonin,C14H30N0O3,949.16,N/A,619.756,Carbohydrate
Adenosine triphosphate,C9H14N4O6,684.1,N/A,536.494,Organic Compound
Dopamine,C2H28N4O9,784.85,12.24,847.962,Nucleotide
Adenosine triphosphate,C19H40N2O5,612.16,N/A,337.761,Lipid
Urea,C1H40N3O8,262.65,9.9,55.551,Alcohol
Caffeine,C12H29N1O5,843.38,N/A,627.314,Amide
Caffeine,C11H19N0O2,256.83,11.91,529.19,Neurotransmitter
Dopamine,C6H20N2O4,629.38,13.02,818.103,Neurotransmitter
Ethanol,C3H9N2O5,673.88,2.89,724.086,Organic Compound
Cholesterol,C7H37N4O9,697.22,8.43,886.333,Hormone
Urea,C14H22N3O5,63.98,12.96,738.163,Alcohol
Glucose,C5H3N2O0,642.65,8.64,454.119,Nucleotide
Serotonin,C16H30N0O1,719.57,7.96,498.658,Carbohydrate
Caffeine,C13H6N5O3,577.13,N/A,33.627,Nucleotide
Ethanol,C8H2N2O4,530.74,11.41,849.594,Carbohydrate
Glucose,C5H21N3O9,444.18,5.59,637.487,Hormone
Serotonin,C8H23N5O6,114.8,4.92,936.527,Organic Compound
Urea,C1H23N5O0,166.88,12.61,425.679,Alcohol
Glucose,C17H12N0O7,104.84,9.77,485.557,Alkaloid
Cholesterol,C7H17N3O10,317.31,5.48,701.126,Alcohol
Adenosine triphosphate,C18H11N0O2,724.39,1.57,128.897,Hormone
Ethanol,C4H31N4O10,746.9,13.1,395.864,Nucleotide
Serotonin,C18H32N2O2,872.76,8.19,109.203,Amide
Cholesterol,C8H23N3O3,802.91,9.5,364.483,Amide
Glucose,C10H3N5O0,967.9,10.02,869.993,Hormone
Glucose,C17H11N5O7,569.8,2.16,864.865,Alcohol
Glucose,C17H13N1O0,759.75,N/A,714.156,Neurotransmitter
Caffeine,C11H22N2O3,258.06,N/A,675.976,Amide
Serotonin,C1H8N1O0,462.56,7.47,204.181,Hormone
Urea,C4H7N1O4,510.53,6.39,284.323,Nucleotide
Dopamine,C17H27N1O0,324.17,11.97,83.69,Nucleotide
Glucose,C10H25N2O6,990.57,4.94,313.581,Neurotransmitter
Aspirin,C18H29N4O8,547.87,N/A,2.087,Nucleotide
Adrenaline,C2H40N1O3,347.75,3.7,591.958,Neurotransmitter
Adenosine triphosphate,C8H26N1O4,799.78,N/A,779.317,Organic Compound
Urea,C17H28N3O0,965.5,N/A,763.837,Nucleotide
Serotonin,C6H2N2O5,597.37,8.04,898.139,Nucleotide
Ethanol,C10H9N2O7,849.93,N/A,273.438,Lipid
Cholesterol,C10H5N0O5,886.89,10.19,224.761,Alkaloid
Adrenaline,C4H7N4O3,418.89,11.07,140.392,Alkaloid
Serotonin,C5H17N3O4,75.5,3.95,459.19,Carbohydrate
Glucose,C9H2N2O0,682.4,1.73,433.355,Neurotransmitter
Glucose,C6H10N5O10,340.56,12.83,543.448,Organic Compound
Dopamine,C10H40N0O1,780.64,8.88,869.167,Alkaloid
Serotonin,C19H26N5O0,403.59,N/A,108.964,Alcohol
Urea,C1H26N5O7,823.71,13.1,802.091,Organic Compound
Caffeine,C13H23N4O0,987.5,13.86,322.819,Alcohol
Aspirin,C13H25N1O8,837.27,1.62,796.757,Alkaloid
Glucose,C18H17N3O8,161.85,7.23,419.097,Hormone
Aspirin,C10H24N0O2,810.03,N/A,665.651,Alcohol
Urea,C2H2N2O0,635.9,5.71,999.479,Lipid
Glucose,C1H1N2O2,51.59,9.84,212.214,Lipid
Glucose,C5H26N0O2,593.08,5.95,361.612,Nucleotide
Urea,C5H10N1O2,530.98,8.18,396.278,Alkaloid
Serotonin,C19H10N3O4,800.75,N/A,450.556,Alkaloid
Cholesterol,C20H22N5O2,304.94,N/A,214.24,Nucleotide
Urea,C20H12N0O0,372.99,13.83,696.178,Alkaloid
Adrenaline,C6H11N3O4,248.75,10.17,457.022,Carbohydrate
Caffeine,C12H5N0O3,683.07,N/A,888.086,Amide
Caffeine,C10H15N3O0,306.91,2.33,87.334,Amide
Urea,C14H8N1O6,177.8,2.42,694.901,Alkaloid
Serotonin,C15H7N2O3,915.34,9.1,339.8,Carbohydrate
Serotonin,C19H10N2O8,431.93,8.49,250.499,Nucleotide
Serotonin,C19H28N1O0,572.48,1.17,999.724,Neurotransmitter
Adrenaline,C7H40N3O5,165.06,10.44,282.611,Carbohydrate
Caffeine,C11H37N4O7,346.07,8.45,953.224,Alcohol
Glucose,C4H35N1O2,283.73,10.48,580.083,Amide
Glucose,C14H12N0O3,313.52,13.06,642.407,Lipid
Serotonin,C18H10N1O9,297.9,N/A,773.505,Alcohol
Serotonin,C2H4N5O1,961.79,2.43,527.175,Neurotransmitter
Urea,C12H19N5O9,865.1,8.95,113.737,Alcohol
Dopamine,C4H16N5O8,463.56,8.65,787.39,Neurotransmitter
Cholesterol,C16H13N3O4,111.53,2.51,327.941,Hormone
Caffeine,C11H17N4O3,403.89,5.08,295.714,Neurotransmitter
Caffeine,C17H5N2O0,988.24,N/A,405.998,Alkaloid
Caffeine,C8H15N4O2,516.46,10.11,708.325,Carbohydrate
Adenosine triphosphate,C7H21N3O6,589.72,1.3,650.346,Neurotransmitter
Aspirin,C13H11N5O10,417.97,10.41,792.725,Alkaloid
Cholesterol,C1H37N1O7,450.01,3.7,827.79,Hormone
Serotonin,C12H18N0O9,836.95,10.49,593.705,Organic Compound
Caffeine,C16H22N4O10,346.95,N/A,923.194,Carbohydrate
Urea,C12H13N0O4,975.04,1.56,969.419,Alkaloid
Cholesterol,C1H5N1O2,607.8,9.83,808.714,Hormone
Caffeine,C16H7N0O2,525.42,6.97,97.037,Amide
Caffeine,C15H11N2O7,954.97,N/A,343.844,Amide
Urea,C17H13N5O10,690.51,2.08,433.687,Nucleotide
Dopamine,C6H8N1O3,750.66,10.74,118.673,Carbohydrate
Adenosine triphosphate,C3H35N0O4,719.11,10.61,163.63,Lipid
Adrenaline,C4H18N2O0,183.83,13.01,377.774,Amide
Serotonin,C10H12N1O6,684.41,2.25,734.372,Alcohol
Cholesterol,C13H12N2O4,931.45,N/A,33.36,Neurotransmitter
Serotonin,C3H32N5O0,897.64,N/A,296.409,Hormone
Adenosine triphosphate,C7H15N1O6,755.15,3.81,231.7,Carbohydrate
Glucose,C14H17N0O7,743.79,N/A,511.531,Alkaloid
Serotonin,C9H13N2O2,663.13,3.22,616.12,Nucleotide
Adenosine triphosphate,C11H33N5O0,362.09,N/A,50.085,Hormone
Serotonin,C8H2N2O8,697.06,1.28,297.636,Carbohydrate
Aspirin,C16H28N0O7,445.86,10.88,320.011,Organic Compound
Adenosine triphosphate,C15H31N2O0,242.41,9.91,494.274,Lipid
Ethanol,C5H32N0O5,306.62,12.01,474.702,Alcohol
Cholesterol,C6H17N4O1,603.56,1.25,234.096,Hormone
Ethanol,C7H34N4O7,861.7,N/A,405.952,Hormone
Glucose,C17H28N3O7,61.05,11.08,282.626,Nucleotide
Serotonin,C18H37N5O2,267.67,4.45,416.209,Alcohol
Dopamine,C3H5N4O0,636.2,N/A,165.697,Alkaloid
Serotonin,C15H36N1O4,369.06,1.25,107.013,Lipid
Aspirin,C1H18N1O6,292.49,5.46,856.765,Organic Compound
Ethanol,C6H10N4O5,459.24,10.66,978.644,Lipid
Glucose,C9H30N0O5,354.18,N/A,935.514,Lipid
Adenosine triphosphate,C8H31N3O5,96.17,5.86,280.003,Carbohydrate
Glucose,C18H23N2O2,810.92,N/A,157.589,Alkaloid
Aspirin,C17H9N1O9,709.13,N/A,619.708,Carbohydrate
Aspirin,C8H5N1O2,198.51,N/A,141.108,Neurotransmitter
Glucose,C19H11N0O3,837.27,12.41,649.873,Nucleotide
Caffeine,C1H34N3O5,780.77,1.53,981.202,Lipid
Aspirin,C19H28N0O4,122.18,N/A,902.974,Nucleotide
Cholesterol,C8H9N3O6,260.4,2.57,69.327,Nucleotide
Adrenaline,C3H17N5O0,365.08,10.64,927.422,Organic Compound
Adenosine triphosphate,C8H36N5O1,491.24,3.18,841.776,Lipid
Cholesterol,C9H24N0O0,681.38,N/A,415.241,Organic Compound
Aspirin,C13H17N2O6,826.42,N/A,648.369,Nucleotide
Aspirin,C9H26N5O1,489.2,3.68,494.198,Hormone
Cholesterol,C12H25N4O2,241.43,6.01,72.486,Hormone
Dopamine,C9H36N1O0,171.13,5.53,247.972,Alkaloid
Ethanol,C19H23N2O10,889.46,N/A,499.492,Neurotransmitter
Aspirin,C14H22N2O3,752.57,13.19,314.434,Lipid
Cholesterol,C3H36N4O6,796.94,13.67,648.008,Hormone
Cholesterol,C13H15N5O9,331.35,1.77,392.645,Neurotransmitter
Adenosine triphosphate,C3H17N5O5,250.04,6.19,42.691,Lipid
Ethanol,C10H17N2O10,625.0,1.03,757.666,Hormone
Caffeine,C1H33N3O6,674.66,13.57,623.407,Alcohol
Serotonin,C3H27N5O0,298.63,6.83,726.725,Alcohol
Serotonin,C11H32N1O2,362.1,10.44,317.823,Carbohydrate
Cholesterol,C4H5N1O1,561.07,7.85,763.22,Carbohydrate
Dopamine,C4H4N4O6,190.31,2.87,383.756,Organic Compound
Adrenaline,C19H24N3O10,596.5,1.17,843.195,Alkaloid
Caffeine,C19H14N0O9,927.64,11.7,893.617,Alcohol
Urea,C6H35N0O6,76.17,6.87,906.944,Organic Compound
Adenosine triphosphate,C1H19N0O6,696.79,4.46,179.413,Organic Compound
Adenosine triphosphate,C5H4N4O3,437.88,2.95,569.76,Alkaloid
Urea,C1H14N4O4,979.01,4.55,91.491,Hormone
Dopamine,C5H33N0O10,608.84,12.57,475.986,Lipid
Ethanol,C10H6N0O0,665.38,2.35,598.952,Hormone
Ethanol,C8H1N2O6,735.43,9.4,400.354,Amide
Caffeine,C7H25N5O1,901.56,9.16,9.523,Amide
Aspirin,C13H24N0O2,308.8,4.27,488.7,Amide
Ethanol,C13H14N1O10,776.24,8.87,997.838,Amide
Adenosine triphosphate,C4H19N3O8,83.94,12.08,670.941,Alkaloid
Glucose,C9H24N1O6,330.27,12.59,26.874,Neurotransmitter
Ethanol,C8H8N4O5,594.33,12.55,774.323,Carbohydrate
Ethanol,C14H13N4O6,763.64,10.47,486.082,Amide
Aspirin,C8H34N1O6,556.31,12.56,721.943,Carbohydrate
Dopamine,C9H35N5O4,460.48,12.91,583.999,Amide
Serotonin,C16H13N1O0,777.9,4.84,599.416,Amide
Serotonin,C6H27N5O1,131.77,13.36,503.724,Amide
Adenosine triphosphate,C13H16N1O0,51.74,N/A,173.734,Alcohol
Dopamine,C17H22N0O5,688.56,3.98,937.557,Hormone
Dopamine,C7H14N1O9,662.74,3.01,713.073,Amide
Urea,C11H6N5O10,294.4,8.18,155.772,Alcohol
Aspirin,C6H24N3O4,644.67,N/A,865.239,Neurotransmitter
Dopamine,C9H16N3O10,319.15,N/A,738.645,Lipid
Cholesterol,C16H33N1O9,950.94,10.59,854.042,Alcohol
Glucose,C13H14N1O7,353.7,N/A,657.67,Lipid
Ethanol,C11H8N1O4,835.4,11.86,913.641,Lipid
Caffeine,C4H5N5O8,907.02,7.36,451.723,Hormone
Urea,C1H7N3O1,418.88,N/A,315.311,Carbohydrate
Serotonin,C9H19N1O4,918.72,3.79,890.983,Alcohol
Serotonin,C5H29N0O2,954.75,3.49,791.822,Amide
Aspirin,C15H21N1O8,695.13,6.11,167.554,Alcohol
Urea,C7H9N4O4,823.19,2.07,600.487,Neurotransmitter
Caffeine,C7H32N3O7,447.8,7.78,190.263,Lipid
Serotonin,C3H25N3O10,882.56,6.3,9.98,Carbohydrate
Dopamine,C17H13N3O9,589.71,1.37,899.474,Organic Compound
Adrenaline,C4H34N3O0,675.1,1.74,316.555,Nucleotide
Dopamine,C17H33N4O10,228.23,N/A,928.554,Lipid
Serotonin,C7H2N3O7,438.18,10.64,549.765,Alcohol
Cholesterol,C1H11N3O8,624.81,4.73,343.535,Nucleotide
Adrenaline,C20H10N0O3,106.28,N/A,395.485,Alkaloid
Glucose,C7H7N2O3,768.1,N/A,177.974,Alcohol
Ethanol,C9H15N2O5,770.67,11.95,574.834,Hormone
Adenosine triphosphate,C17H26N0O5,308.22,13.3,988.995,Alkaloid
Cholesterol,C1H6N3O6,342.43,13.97,924.296,Organic Compound
Adenosine triphosphate,C16H36N0O9,373.41,11.7,985.108,Nucleotide
Adrenaline,C12H20N0O10,880.32,N/A,309.246,Amide
Urea,C14H23N1O1,225.54,2.81,485.538,Neurotransmitter
Caffeine,C14H29N3O3,822.37,6.28,922.759,Alcohol
Ethanol,C10H29N1O10,664.53,13.73,324.227,Hormone
Serotonin,C17H25N2O3,512.05,5.96,49.934,Nucleotide
Dopamine,C17H17N2O9,986.28,5.41,797.945,Alcohol
Dopamine,C12H15N0O6,894.85,11.33,689.414,Carbohydrate
Adrenaline,C12H29N5O3,226.69,5.21,580.379,Lipid
Cholesterol,C8H10N5O10,444.79,9.43,331.911,Hormone
Adenosine triphosphate,C15H33N4O10,920.22,N/A,993.704,Alcohol
Ethanol,C10H25N5O8,897.26,N/A,588.744,Neurotransmitter
Urea,C14H14N5O9,93.46,11.01,130.413,Carbohydrate
Adrenaline,C14H31N1O7,66.45,11.39,387.232,Alkaloid
Aspirin,C5H17N2O6,874.21,12.34,791.647,Hormone
Cholesterol,C2H26N4O8,834.16,1.87,601.533,Neurotransmitter
Serotonin,C6H6N0O9,179.53,6.24,169.681,Amide
Adenosine triphosphate,C17H3N1O6,373.31,12.51,102.446,Lipid
Urea,C15H9N2O1,445.23,2.96,144.918,Alkaloid
Ethanol,C13H32N5O10,472.8,3.19,451.472,Lipid
Ethanol,C15H7N5O4,751.31,2.56,573.802,Hormone
Glucose,C18H17N3O4,505.64,8.48,2.243,Carbohydrate
Urea,C18H40N2O10,90.49,N/A,156.224,Hormone
Caffeine,C6H29N5O2,554.04,5.51,916.293,Carbohydrate
Cholesterol,C15H8N1O4,210.69,8.06,252.199,Lipid
Serotonin,C11H38N4O1,770.66,N/A,779.499,Alkaloid
Ethanol,C11H4N3O6,699.22,7.85,84.693,Amide
Dopamine,C6H19N4O1,928.65,8.19,678.688,Alcohol
Aspirin,C13H28N0O2,53.18,5.35,317.63,Alkaloid
Serotonin,C5H6N3O6,857.44,11.35,460.934,Lipid
Ethanol,C3H13N2O9,690.6,N/A,165.912,Carbohydrate
Glucose,C9H9N0O4,287.37,11.6,372.732,Lipid
Urea,C4H20N4O3,607.38,12.93,557.448,Lipid
Cholesterol,C10H16N5O2,619.56,12.96,812.454,Alkaloid
Aspirin,C3H25N5O10,610.28,N/A,869.958,Amide
Glucose,C10H8N0O8,861.87,N/A,382.157,Lipid
Adenosine triphosphate,C14H15N5O8,995.97,6.66,921.962,Lipid
Adenosine triphosphate,C4H2N1O8,611.58,6.94,967.964,Hormone
Aspirin,C2H12N0O2,404.0,2.78,598.237,Alcohol
Serotonin,C11H16N0O0,975.77,7.59,276.089,Hormone
Adrenaline,C17H34N3O3,767.13,10.01,397.456,Organic Compound
Serotonin,C7H36N2O7,158.6,3.94,805.907,Organic Compound
Cholesterol,C10H32N5O6,662.54,N/A,417.103,Hormone
Dopamine,C7H14N2O7,237.86,11.89,691.064,Amide
Serotonin,C1H28N0O4,670.27,11.75,798.583,Nucleotide
Glucose,C6H34N4O10,536.76,11.33,256.877,Nucleotide
Adrenaline,C14H9N3O1,554.67,12.4,590.347,Amide
Caffeine,C4H10N2O8,192.75,3.27,131.351,Alcohol
Adenosine triphosphate,C17H24N3O4,427.86,N/A,887.376,Alcohol
Adenosine triphosphate,C11H30N3O3,627.45,N/A,554.429,Alkaloid
Caffeine,C9H24N2O2,414.31,5.66,36.721,Neurotransmitter
Dopamine,C8H37N2O10,507.48,3.51,893.486,Hormone
Aspirin,C2H2N4O9,342.4,9.72,155.084,Alkaloid
Dopamine,C19H29N1O5,878.28,6.99,83.193,Organic Compound
Dopamine,C17H27N1O0,965.33,N/A,25.767,Alcohol
Serotonin,C6H39N1O4,452.25,12.17,89.877,Alcohol
Cholesterol,C3H39N1O7,518.34,4.16,25.234,Alkaloid
Cholesterol,C1H26N4O10,924.47,3.49,974.31,Nucleotide
Caffeine,C6H27N2O4,848.0,6.56,665.635,Carbohydrate
Adenosine triphosphate,C12H34N3O8,931.15,6.0,800.04,Carbohydrate
Caffeine,C2H36N0O0,944.55,13.03,198.553,Neurotransmitter
Aspirin,C11H8N5O6,598.48,2.33,700.39,Alkaloid
Glucose,C19H20N3O7,878.57,N/A,725.086,Hormone
Ethanol,C12H8N3O1,346.5,N/A,403.968,Organic Compound
Adrenaline,C5H14N2O8,309.32,9.24,834.532,Nucleotide
Adrenaline,C7H8N5O0,825.09,6.55,721.072,Carbohydrate
Serotonin,C19H32N2O3,298.08,4.28,865.422,Amide
Cholesterol,C19H27N1O3,785.85,13.52,709.978,Alcohol
Cholesterol,C15H35N2O6,967.92,7.46,381.335,Amide
Serotonin,C18H30N3O4,448.24,10.03,7.717,Alkaloid
Serotonin,C11H20N5O10,698.32,13.01,350.74,Hormone
Cholesterol,C7H5N3O9,357.32,1.24,597.145,Lipid
Ethanol,C2H30N5O6,220.36,1.02,720.277,Hormone
Dopamine,C4H33N4O10,591.69,N/A,227.504,Hormone
Glucose,C3H9N3O9,256.33,N/A,330.489,Amide
Serotonin,C4H33N3O0,769.76,13.08,9.866,Nucleotide
Glucose,C3H7N2O10,618.29,3.52,640.391,Carbohydrate
Cholesterol,C3H9N4O5,975.4,11.2,243.897,Alcohol
Serotonin,C12H35N4O2,314.76,N/A,754.651,Alkaloid
Caffeine,C12H23N5O9,99.53,12.77,335.374,Alcohol
Ethanol,C17H18N4O7,435.37,N/A,278.666,Organic Compound
Aspirin,C3H36N3O5,560.45,6.43,979.209,Nucleotide
Adenosine triphosphate,C11H26N1O0,886.99,1.23,169.617,Neurotransmitter
Ethanol,C10H15N3O5,411.49,12.96,39.317,Alcohol
Urea,C7H5N5O1,113.58,4.74,963.652,Nucleotide
Ethanol,C2H34N3O7,331.83,12.4,896.035,Amide
Adenosine triphosphate,C5H30N4O2,834.3,12.8,931.607,Alcohol
Aspirin,C7H32N3O0,352.21,11.34,981.399,Neurotransmitter
Serotonin,C4H3N4O2,406.59,12.86,714.932,Alcohol
Serotonin,C15H9N0O5,676.4,13.46,95.613,Organic Compound
Adrenaline,C20H23N5O0,696.16,2.47,821.02,Carbohydrate
Serotonin,C1H8N3O0,327.51,8.41,690.227,Lipid
Aspirin,C5H3N0O1,981.14,7.79,948.439,Carbohydrate
Aspirin,C7H32N3O5,337.39,8.24,769.162,Lipid
Caffeine,C5H40N1O8,764.19,N/A,852.913,Alcohol
Serotonin,C9H20N0O10,587.61,6.3,731.956,Carbohydrate
Adrenaline,C13H40N1O3,943.48,1.51,663.578,Lipid
Cholesterol,C9H27N1O9,849.65,12.71,170.606,Hormone
Serotonin,C13H19N2O4,904.71,12.14,712.393,Alcohol
Urea,C16H40N4O0,839.51,N/A,725.901,Neurotransmitter
Aspirin,C11H22N3O5,166.88,3.09,695.354,Alcohol
Aspirin,C2H35N5O10,729.35,11.2,643.7,Alcohol
Glucose,C7H23N1O5,53.81,7.52,782.365,Alkaloid
Ethanol,C18H31N1O2,598.07,2.88,782.827,Organic Compound
Dopamine,C19H35N0O4,293.9,11.95,529.865,Organic Compound
Adrenaline,C3H38N5O3,913.94,4.32,795.571,Nucleotide
Ethanol,C8H29N4O5,305.65,N/A,468.758,Alkaloid
Adrenaline,C3H18N2O1,205.07,2.8,115.26,Organic Compound
Urea,C7H22N5O5,729.94,1.2,277.455,Alcohol
Adrenaline,C12H13N2O1,909.42,2.68,708.494,Alcohol
Ethanol,C13H33N5O2,389.54,11.74,171.904,Amide
Adrenaline,C12H40N2O10,979.91,N/A,250.915,Amide
Adrenaline,C4H36N2O6,923.84,7.26,919.452,Organic Compound
Urea,C11H2N0O1,843.59,1.56,845.315,Alkaloid
Glucose,C16H34N3O1,853.43,N/A,412.73,Amide
Caffeine,C11H14N0O0,997.33,6.69,598.837,Amide
Serotonin,C9H29N4O0,337.42,12.9,405.783,Organic Compound
Urea,C1H12N0O8,75.24,N/A,392.634,Lipid
Caffeine,C12H17N2O1,544.21,N/A,888.34,Carbohydrate
