compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C7H4N2O4,354.8,8.52,595.318,Nucleotide
Aspirin,C13H3N2O10,95.47,N/A,868.405,Carbohydrate
Glucose,C16H1N0O9,423.2,5.18,572.466,Neurotransmitter
Aspirin,C3H14N4O5,296.19,5.12,143.977,Hormone
Ethanol,C17H12N3O4,975.1,9.23,953.755,Nucleotide
Adenosine triphosphate,C12H36N1O6,97.25,5.22,74.246,Nucleotide
Aspirin,C17H29N5O7,775.12,8.77,825.97,Carbohydrate
Serotonin,C5H37N0O1,848.85,12.51,256.574,Neurotransmitter
Cholesterol,C10H34N5O9,988.47,N/A,734.982,Alcohol
Adrenaline,C3H37N2O0,137.64,1.72,797.032,Nucleotide
Urea,C9H7N5O8,122.91,10.96,47.036,Hormone
Serotonin,C12H20N5O4,223.94,8.37,532.43,Organic Compound
Glucose,C13H12N5O2,536.43,N/A,747.859,Hormone
Ethanol,C4H18N4O8,534.6,2.2,483.986,Nucleotide
Glucose,C10H38N1O7,178.5,11.5,247.986,Amide
Serotonin,C9H9N5O4,373.54,2.82,812.295,Nucleotide
Serotonin,C12H32N5O0,149.31,9.19,400.315,Neurotransmitter
Serotonin,C1H35N5O9,982.77,10.67,302.113,Alcohol
Adrenaline,C6H20N0O6,993.67,12.34,144.998,Carbohydrate
Cholesterol,C3H1N4O5,186.58,9.78,199.541,Hormone
Adrenaline,C17H32N2O1,943.57,N/A,841.034,Amide
Adrenaline,C15H34N0O7,744.09,5.88,57.185,Alcohol
Glucose,C17H39N2O1,457.2,7.79,813.481,Alcohol
Adenosine triphosphate,C17H7N5O4,398.25,8.11,205.766,Organic Compound
Urea,C8H30N2O1,969.05,1.96,370.681,Hormone
Ethanol,C14H32N0O8,585.95,4.51,69.539,Amide
Cholesterol,C8H16N0O0,151.09,13.78,160.343,Amide
Glucose,C8H7N4O1,189.53,10.59,251.22,Neurotransmitter
Caffeine,C6H4N1O3,851.68,10.52,332.145,Carbohydrate
Glucose,C3H15N5O3,944.98,11.3,809.133,Lipid
Urea,C12H4N4O2,878.58,N/A,566.95,Nucleotide
Adrenaline,C16H7N5O4,75.44,N/A,16.496,Hormone
Dopamine,C13H37N1O6,988.98,13.8,425.824,Lipid
Urea,C6H15N0O7,895.89,4.5,385.707,Alcohol
Caffeine,C2H35N0O9,985.4,2.2,721.102,Alcohol
Serotonin,C15H24N3O6,428.22,4.18,932.391,Neurotransmitter
Adenosine triphosphate,C20H3N2O3,412.45,1.17,698.916,Hormone
Urea,C7H12N2O9,930.77,7.86,167.502,Hormone
Urea,C14H35N5O5,376.29,8.02,751.853,Lipid
Caffeine,C19H4N4O9,362.31,N/A,256.003,Organic Compound
Adrenaline,C19H13N0O5,90.61,12.88,520.892,Hormone
Serotonin,C12H6N5O0,282.32,9.28,223.328,Hormone
Glucose,C12H36N0O0,880.36,2.33,268.956,Lipid
Dopamine,C20H8N3O2,439.24,N/A,185.806,Carbohydrate
Cholesterol,C19H33N2O8,474.73,N/A,822.713,Nucleotide
Glucose,C17H21N0O0,994.48,9.63,340.952,Lipid
Cholesterol,C16H11N4O4,541.21,5.08,251.336,Organic Compound
Caffeine,C2H35N5O1,961.74,13.0,900.186,Alcohol
Glucose,C17H32N4O1,807.82,2.48,970.925,Lipid
Adenosine triphosphate,C1H37N5O2,735.29,13.73,441.418,Neurotransmitter
Serotonin,C15H40N1O10,768.56,N/A,588.059,Alkaloid
Cholesterol,C17H33N0O9,788.11,2.55,767.854,Alkaloid
Adrenaline,C12H21N5O1,995.79,11.7,841.274,Lipid
Aspirin,C11H35N0O1,230.83,5.16,510.654,Alkaloid
Dopamine,C2H27N0O0,459.13,10.32,933.615,Organic Compound
Serotonin,C2H14N3O1,445.16,N/A,552.855,Nucleotide
Adenosine triphosphate,C9H23N4O1,452.45,9.3,628.393,Nucleotide
Urea,C6H9N1O10,453.99,5.47,156.154,Organic Compound
Glucose,C6H20N4O9,741.42,N/A,289.697,Carbohydrate
Ethanol,C12H28N4O10,688.79,7.23,137.403,Organic Compound
Cholesterol,C18H26N3O4,923.16,1.4,254.903,Alkaloid
Dopamine,C11H24N5O0,192.19,12.08,890.848,Carbohydrate
Cholesterol,C12H17N5O9,544.36,13.43,185.781,Alkaloid
Caffeine,C7H24N4O10,446.73,8.77,839.038,Neurotransmitter
Aspirin,C12H40N5O3,871.64,N/A,621.887,Lipid
Cholesterol,C15H15N0O0,172.15,2.6,132.23,Hormone
Aspirin,C7H13N2O8,448.39,8.58,63.682,Neurotransmitter
Adrenaline,C11H30N0O7,580.97,13.89,965.372,Nucleotide
Ethanol,C4H24N1O10,979.99,5.86,522.793,Organic Compound
Adenosine triphosphate,C20H38N4O2,643.67,8.06,900.368,Alcohol
Dopamine,C20H8N2O0,778.34,9.91,803.848,Nucleotide
Aspirin,C2H25N0O6,756.51,4.51,641.233,Hormone
Glucose,C4H38N5O2,965.29,13.37,380.131,Amide
Urea,C9H30N0O5,533.86,5.55,771.252,Hormone
Serotonin,C14H6N5O0,80.81,11.42,239.891,Nucleotide
Cholesterol,C6H20N2O6,842.02,10.89,415.93,Neurotransmitter
Serotonin,C8H15N4O5,641.09,2.15,818.032,Neurotransmitter
Serotonin,C2H22N1O1,572.73,9.21,448.616,Carbohydrate
Serotonin,C16H7N2O2,758.02,1.95,401.547,Organic Compound
Aspirin,C7H27N4O7,143.25,6.89,803.298,Carbohydrate
Dopamine,C7H9N1O6,597.33,8.14,465.483,Nucleotide
Ethanol,C1H27N2O5,151.47,8.48,280.817,Organic Compound
Cholesterol,C14H23N5O1,604.02,8.17,544.318,Alkaloid
Ethanol,C15H37N5O0,445.33,N/A,481.713,Hormone
Urea,C5H33N4O9,479.37,11.74,823.661,Nucleotide
Serotonin,C18H23N0O9,286.23,2.95,280.573,Hormone
Adenosine triphosphate,C18H36N0O8,892.64,N/A,454.356,Carbohydrate
Ethanol,C7H34N5O8,255.52,9.78,836.817,Organic Compound
Dopamine,C10H30N5O6,771.25,N/A,390.281,Lipid
Cholesterol,C19H2N4O8,412.62,10.16,655.471,Carbohydrate
Urea,C3H11N5O7,72.18,4.37,40.837,Hormone
Serotonin,C15H12N2O10,248.85,N/A,404.319,Nucleotide
Dopamine,C5H14N1O1,186.91,13.47,250.97,Lipid
Glucose,C15H23N0O3,290.4,5.72,91.825,Nucleotide
Ethanol,C2H14N2O0,751.79,4.56,46.798,Alkaloid
Glucose,C19H13N2O9,808.96,6.15,653.517,Neurotransmitter
Urea,C14H35N1O5,830.54,9.2,435.416,Lipid
Urea,C5H36N2O7,112.27,N/A,758.297,Lipid
Cholesterol,C2H2N1O6,304.69,N/A,333.986,Alcohol
Serotonin,C4H24N5O7,868.85,7.96,968.179,Alkaloid
Caffeine,C2H24N2O7,991.1,10.43,98.367,Neurotransmitter
Cholesterol,C4H32N3O8,789.0,12.4,161.29,Alcohol
Urea,C13H32N5O10,366.07,13.26,314.047,Nucleotide
Aspirin,C6H26N3O7,975.37,12.82,644.033,Lipid
Adrenaline,C10H32N2O10,419.5,6.63,190.328,Carbohydrate
Ethanol,C4H13N2O10,749.78,1.85,658.49,Lipid
Glucose,C3H6N3O1,505.61,3.42,306.934,Hormone
Dopamine,C20H9N0O9,585.77,N/A,526.912,Neurotransmitter
Serotonin,C10H10N0O7,581.99,1.22,300.157,Organic Compound
Adrenaline,C4H35N5O3,997.99,9.65,806.05,Lipid
Glucose,C11H4N5O7,157.89,11.89,260.217,Nucleotide
Ethanol,C12H6N0O0,841.92,10.55,752.585,Nucleotide
Serotonin,C16H34N2O2,914.43,4.86,396.761,Organic Compound
Adrenaline,C5H12N2O1,382.64,3.4,531.863,Organic Compound
Dopamine,C14H40N1O2,904.26,6.65,274.542,Lipid
Dopamine,C4H33N0O8,421.96,6.68,212.568,Lipid
Caffeine,C5H13N5O2,802.0,2.17,345.614,Lipid
Urea,C6H6N1O2,155.33,6.77,954.92,Nucleotide
Aspirin,C11H29N5O4,278.92,11.73,358.473,Alcohol
Adenosine triphosphate,C7H28N4O1,523.81,N/A,673.502,Organic Compound
Glucose,C20H39N5O2,329.17,10.87,642.474,Carbohydrate
Adrenaline,C18H21N5O10,150.31,6.37,853.443,Alcohol
Caffeine,C14H40N3O10,807.62,9.98,209.031,Neurotransmitter
Cholesterol,C10H21N2O3,601.06,1.83,695.579,Organic Compound
Cholesterol,C16H32N1O1,346.31,13.81,785.188,Alcohol
Glucose,C7H1N0O6,871.35,4.25,766.713,Alcohol
Cholesterol,C18H26N1O2,349.8,N/A,970.083,Lipid
Serotonin,C7H19N2O4,246.09,10.66,764.477,Alcohol
Serotonin,C13H36N4O10,87.87,N/A,18.248,Alcohol
Urea,C14H16N4O7,297.84,3.29,769.315,Neurotransmitter
Adenosine triphosphate,C8H33N3O7,762.29,N/A,237.549,Nucleotide
Adenosine triphosphate,C14H3N0O8,669.45,6.99,175.767,Amide
Dopamine,C18H11N3O3,150.52,9.8,723.343,Organic Compound
Aspirin,C4H23N5O10,656.26,5.56,494.146,Alkaloid
Glucose,C6H16N0O7,685.99,6.75,648.295,Lipid
Cholesterol,C5H37N0O0,564.85,N/A,26.54,Nucleotide
Aspirin,C8H3N4O1,476.88,N/A,381.015,Neurotransmitter
Dopamine,C10H17N1O3,388.08,12.14,784.207,Alcohol
Dopamine,C17H40N0O3,964.97,10.96,483.444,Hormone
Serotonin,C7H32N5O6,232.55,9.14,911.518,Amide
Cholesterol,C4H22N0O4,733.79,13.41,568.641,Amide
Caffeine,C7H13N4O8,359.31,11.64,173.379,Neurotransmitter
Adrenaline,C18H4N2O9,581.34,3.73,139.301,Neurotransmitter
Caffeine,C20H6N0O8,352.84,N/A,502.057,Organic Compound
Serotonin,C14H23N4O2,791.14,N/A,167.767,Carbohydrate
Cholesterol,C11H36N3O7,214.41,7.18,725.517,Organic Compound
Aspirin,C7H28N5O3,776.48,5.61,685.452,Alcohol
Cholesterol,C3H18N5O3,205.42,1.24,413.707,Nucleotide
Serotonin,C15H12N3O2,378.05,3.63,28.834,Lipid
Ethanol,C6H34N5O3,93.29,3.98,297.209,Lipid
Glucose,C3H39N1O10,817.39,8.05,128.637,Alcohol
Caffeine,C11H1N5O5,232.91,8.95,63.812,Nucleotide
Cholesterol,C3H35N1O6,541.81,9.59,555.132,Neurotransmitter
Adenosine triphosphate,C5H15N3O9,546.28,11.63,76.215,Alcohol
Ethanol,C18H14N5O8,921.19,7.06,60.287,Carbohydrate
Adrenaline,C13H28N4O4,531.81,10.46,689.113,Amide
Cholesterol,C13H16N1O0,649.4,1.49,327.414,Amide
Adenosine triphosphate,C8H3N4O1,350.47,10.79,639.031,Amide
Urea,C12H21N5O5,730.26,2.75,650.32,Alkaloid
Adrenaline,C8H23N3O6,167.44,5.95,762.2,Amide
Adrenaline,C8H21N0O9,633.05,N/A,144.892,Lipid
Glucose,C3H6N2O10,850.49,9.21,136.208,Nucleotide
Adenosine triphosphate,C7H32N3O0,58.06,6.13,679.466,Nucleotide
Aspirin,C14H20N1O5,345.17,6.66,344.379,Alkaloid
Glucose,C4H14N4O6,124.92,13.78,396.725,Alkaloid
Dopamine,C9H14N5O10,523.79,N/A,911.819,Nucleotide
Ethanol,C4H6N4O9,913.98,12.49,62.774,Alcohol
Dopamine,C8H37N0O4,228.21,10.23,138.624,Neurotransmitter
Cholesterol,C18H28N1O6,963.0,N/A,617.647,Amide
Adenosine triphosphate,C1H31N5O6,903.94,N/A,695.526,Alcohol
Glucose,C10H22N0O4,140.6,N/A,473.767,Organic Compound
Serotonin,C18H21N1O2,793.22,5.01,125.744,Organic Compound
Caffeine,C14H9N1O8,262.34,N/A,583.413,Nucleotide
Adrenaline,C16H19N3O1,458.12,5.57,882.302,Alcohol
Adrenaline,C5H3N1O2,879.22,5.23,731.67,Alcohol
Cholesterol,C11H17N2O6,919.82,3.6,575.604,Alcohol
Ethanol,C4H37N3O6,792.51,10.57,306.637,Amide
Dopamine,C12H25N0O1,681.22,3.0,189.201,Alkaloid
Adrenaline,C18H27N1O9,504.33,3.62,838.546,Amide
Serotonin,C7H40N5O4,623.79,10.74,705.85,Nucleotide
Dopamine,C19H22N3O4,683.61,11.79,820.609,Hormone
Ethanol,C16H28N3O7,658.91,8.86,439.619,Amide
Ethanol,C2H23N3O6,229.33,7.82,828.375,Nucleotide
Glucose,C11H9N2O6,405.36,N/A,748.396,Alkaloid
Ethanol,C18H26N2O8,656.0,3.55,358.124,Nucleotide
Dopamine,C16H17N4O4,994.93,6.25,483.421,Nucleotide
Adrenaline,C1H22N1O7,950.91,12.32,29.743,Amide
Serotonin,C3H37N5O2,747.95,N/A,484.412,Neurotransmitter
Dopamine,C5H10N5O5,402.0,9.01,150.836,Carbohydrate
Aspirin,C1H32N4O0,263.45,7.33,113.471,Nucleotide
Dopamine,C4H22N4O0,466.25,8.94,766.659,Carbohydrate
Caffeine,C7H15N2O0,798.09,4.88,766.878,Hormone
Ethanol,C19H24N3O9,201.15,7.76,415.754,Alcohol
Urea,C4H11N2O4,846.28,N/A,9.772,Hormone
Adenosine triphosphate,C6H23N1O10,232.22,6.62,183.334,Hormone
Urea,C18H12N5O9,691.53,1.16,363.529,Organic Compound
Dopamine,C8H8N1O9,183.67,10.13,780.897,Alcohol
Glucose,C14H40N3O5,660.79,N/A,142.197,Lipid
Aspirin,C1H14N3O1,872.68,6.94,746.814,Alcohol
Serotonin,C3H23N2O5,342.19,N/A,250.38,Lipid
Aspirin,C6H36N4O10,355.73,7.86,471.614,Alcohol
Glucose,C13H3N3O5,846.26,N/A,771.709,Neurotransmitter
Adrenaline,C4H26N0O10,460.99,1.85,10.254,Hormone
Serotonin,C10H17N3O2,230.39,4.59,625.519,Alkaloid
Dopamine,C4H26N5O5,317.47,6.25,91.767,Alkaloid
Urea,C11H37N0O6,883.23,12.88,875.042,Neurotransmitter
Urea,C14H40N2O6,724.27,2.26,81.797,Nucleotide
Adenosine triphosphate,C17H38N3O7,631.78,2.15,68.947,Alkaloid
Cholesterol,C5H1N3O6,809.02,6.73,483.042,Hormone
Dopamine,C13H3N1O9,201.85,7.13,767.11,Hormone
Aspirin,C11H21N2O9,649.01,9.91,436.107,Amide
Glucose,C4H33N5O5,418.01,7.99,314.443,Lipid
Ethanol,C1H34N0O2,664.77,7.46,212.995,Neurotransmitter
Glucose,C5H11N0O4,601.69,8.26,591.412,Alkaloid
Aspirin,C18H17N4O7,569.92,N/A,386.305,Organic Compound
Ethanol,C5H3N1O4,793.7,5.22,176.568,Amide
Aspirin,C5H30N1O8,509.38,10.39,880.245,Amide
Urea,C17H33N3O10,477.68,13.88,737.589,Amide
Cholesterol,C6H1N1O7,641.84,11.46,469.278,Amide
Adenosine triphosphate,C11H5N4O3,978.13,9.4,705.15,Hormone
Cholesterol,C9H15N0O9,294.8,11.85,624.366,Neurotransmitter
Caffeine,C10H18N3O10,995.2,10.67,828.878,Lipid
Urea,C8H37N5O3,259.55,N/A,542.595,Alcohol
Aspirin,C12H17N2O2,976.93,11.49,370.848,Alcohol
Adenosine triphosphate,C6H33N1O8,948.29,13.76,770.478,Amide
Glucose,C8H18N2O1,809.41,N/A,608.561,Organic Compound
Ethanol,C16H16N3O4,676.06,1.7,226.507,Alcohol
Glucose,C3H3N2O7,198.77,N/A,341.809,Alkaloid
Adrenaline,C19H20N2O0,675.72,9.78,233.562,Amide
Glucose,C17H17N0O2,811.09,N/A,517.398,Amide
Adrenaline,C8H12N1O9,839.4,6.63,148.792,Carbohydrate
Urea,C19H27N4O7,564.01,N/A,104.172,Nucleotide
Adrenaline,C11H26N5O6,643.97,2.24,72.96,Organic Compound
Cholesterol,C16H11N5O7,418.75,N/A,948.599,Alkaloid
Aspirin,C16H22N2O10,504.1,4.05,874.645,Alkaloid
Glucose,C19H16N2O5,440.46,8.49,533.665,Alcohol
Cholesterol,C2H20N2O6,962.12,5.42,426.793,Lipid
Aspirin,C5H14N3O1,662.68,13.34,792.89,Lipid
Cholesterol,C8H12N3O3,214.24,N/A,767.09,Amide
Caffeine,C14H31N5O6,732.86,11.27,706.681,Amide
Dopamine,C8H37N1O6,293.86,N/A,739.948,Neurotransmitter
Ethanol,C2H35N0O8,839.98,N/A,788.055,Nucleotide
Caffeine,C16H12N5O6,154.26,N/A,463.05,Carbohydrate
Ethanol,C9H21N1O5,245.81,4.2,520.314,Amide
Glucose,C15H28N3O6,727.97,1.32,958.254,Nucleotide
Urea,C8H6N1O5,708.63,3.62,795.563,Carbohydrate
Cholesterol,C14H37N5O3,865.69,8.89,108.344,Nucleotide
Adenosine triphosphate,C11H12N2O9,490.33,8.6,803.931,Alcohol
Caffeine,C3H21N1O0,857.32,3.14,72.007,Alkaloid
Dopamine,C13H37N1O1,408.13,9.65,867.078,Organic Compound
Glucose,C7H19N0O2,552.65,5.38,174.7,Neurotransmitter
Glucose,C15H15N4O6,306.21,11.08,289.216,Alkaloid
Serotonin,C15H18N2O10,722.3,6.9,191.846,Neurotransmitter
Serotonin,C15H25N1O0,884.94,13.5,834.525,Alcohol
Aspirin,C10H36N0O7,389.97,N/A,639.715,Lipid
Serotonin,C5H11N5O1,982.5,N/A,35.524,Nucleotide
Dopamine,C9H3N2O7,402.46,13.81,343.468,Hormone
Urea,C11H25N5O3,177.13,6.85,604.055,Neurotransmitter
Caffeine,C11H7N2O8,478.74,11.82,291.353,Amide
Serotonin,C14H5N4O8,645.01,8.75,546.083,Hormone
Serotonin,C19H6N3O5,768.66,13.89,736.031,Lipid
Serotonin,C18H22N1O8,982.1,2.48,36.461,Neurotransmitter
Serotonin,C18H38N0O6,983.44,N/A,794.263,Alcohol
Glucose,C4H1N3O3,348.65,N/A,320.868,Organic Compound
Adrenaline,C4H30N1O8,152.31,3.02,270.213,Amide
Adenosine triphosphate,C1H40N3O6,794.52,8.19,353.08,Alkaloid
Glucose,C13H5N3O9,143.48,N/A,914.978,Organic Compound
Dopamine,C7H23N4O7,420.8,6.48,544.436,Amide
Aspirin,C15H34N3O10,298.04,2.5,417.087,Amide
Urea,C6H17N5O9,463.0,5.18,13.491,Alkaloid
Adrenaline,C12H24N1O0,563.89,9.19,887.296,Amide
Caffeine,C9H36N4O1,460.67,N/A,918.645,Carbohydrate
Cholesterol,C8H36N1O10,603.53,7.87,62.929,Neurotransmitter
Urea,C4H14N1O4,615.05,N/A,288.39,Organic Compound
Glucose,C17H17N5O10,964.36,10.03,985.216,Organic Compound
Serotonin,C5H13N5O7,997.76,11.48,45.75,Alkaloid
Ethanol,C3H27N4O2,290.81,N/A,955.139,Carbohydrate
Serotonin,C4H38N5O0,813.67,3.27,7.901,Neurotransmitter
Glucose,C12H13N5O2,966.32,6.74,928.081,Neurotransmitter
Glucose,C20H39N1O8,51.47,12.15,39.835,Amide
Serotonin,C4H15N4O2,780.54,2.53,184.959,Lipid
Adenosine triphosphate,C5H36N3O0,109.97,11.63,781.685,Alkaloid
Aspirin,C18H8N1O0,364.69,10.39,396.616,Carbohydrate
Cholesterol,C5H17N2O8,854.88,5.51,954.788,Alkaloid
Caffeine,C14H37N4O0,850.64,N/A,782.361,Alcohol
Urea,C13H32N0O3,953.68,N/A,89.12,Carbohydrate
Serotonin,C17H18N4O5,462.28,N/A,454.244,Alcohol
Adenosine triphosphate,C6H30N2O8,588.06,10.76,581.152,Organic Compound
Serotonin,C5H27N0O10,612.32,4.07,325.03,Alcohol
Aspirin,C9H26N3O6,731.05,6.67,904.09,Amide
Ethanol,C17H35N3O4,448.09,12.31,813.896,Alkaloid
Ethanol,C7H31N4O10,132.66,N/A,210.548,Nucleotide
Serotonin,C3H17N2O3,419.53,N/A,231.718,Organic Compound
Cholesterol,C17H23N0O5,730.56,7.26,693.745,Nucleotide
Serotonin,C18H1N2O3,726.38,3.01,120.055,Hormone
Aspirin,C2H1N1O0,687.23,2.02,158.426,Lipid
Aspirin,C5H22N1O3,169.79,4.68,21.321,Lipid
Adenosine triphosphate,C2H39N1O6,694.88,13.95,154.065,Alcohol
Adenosine triphosphate,C3H7N3O5,269.45,N/A,130.17,Nucleotide
Aspirin,C18H3N5O6,976.65,4.91,683.934,Organic Compound
Adenosine triphosphate,C8H5N3O10,249.19,13.6,383.148,Neurotransmitter
Cholesterol,C11H10N4O3,249.08,9.95,397.423,Organic Compound
Glucose,C9H29N3O6,410.4,7.79,995.108,Alkaloid
Urea,C2H32N5O10,378.88,9.62,943.831,Nucleotide
Urea,C15H26N0O5,230.54,9.05,705.619,Carbohydrate
Caffeine,C2H1N1O5,270.88,3.5,762.427,Hormone
Urea,C5H38N4O1,997.56,N/A,339.317,Hormone
Ethanol,C3H31N3O4,603.59,7.27,286.678,Organic Compound
Urea,C15H36N4O1,840.17,4.81,576.351,Amide
Caffeine,C14H17N2O10,124.21,N/A,491.114,Organic Compound
Dopamine,C5H24N1O9,389.57,12.34,369.841,Neurotransmitter
Glucose,C3H36N0O8,52.65,9.97,357.789,Carbohydrate
Urea,C3H32N5O3,194.36,N/A,756.168,Carbohydrate
Urea,C19H13N1O4,566.46,10.34,523.338,Alkaloid
Glucose,C3H2N2O5,807.91,12.32,363.083,Alcohol
Dopamine,C13H29N2O5,840.09,3.06,38.684,Alcohol
Dopamine,C13H34N4O1,567.41,5.96,361.407,Alkaloid
Caffeine,C11H13N4O1,351.52,N/A,175.344,Lipid
Dopamine,C9H26N0O4,349.84,5.94,651.131,Alkaloid
Cholesterol,C7H4N0O3,61.76,N/A,345.134,Amide
Adenosine triphosphate,C16H8N5O0,645.71,1.67,876.909,Hormone
Caffeine,C4H19N1O9,318.93,4.43,916.52,Carbohydrate
Serotonin,C15H4N1O6,241.9,N/A,993.224,Organic Compound
Adenosine triphosphate,C17H30N2O5,286.79,4.87,930.563,Hormone
Serotonin,C2H30N3O0,495.46,6.67,664.938,Amide
Adrenaline,C2H19N4O0,813.86,N/A,377.613,Amide
Cholesterol,C17H26N2O3,69.8,N/A,942.157,Neurotransmitter
Serotonin,C9H3N0O7,508.55,4.16,53.383,Organic Compound
Urea,C4H29N4O4,123.82,7.18,901.462,Lipid
Glucose,C17H24N2O5,712.25,4.39,74.647,Hormone
Glucose,C7H29N4O10,608.34,8.48,586.204,Hormone
Urea,C13H12N3O10,448.52,10.83,811.987,Amide
Adrenaline,C3H16N0O3,618.97,9.58,50.16,Organic Compound
Aspirin,C8H23N3O7,950.49,4.08,797.585,Carbohydrate
Glucose,C1H35N3O0,729.73,1.28,630.429,Organic Compound
Ethanol,C19H9N2O1,612.94,8.35,636.659,Amide
Glucose,C20H24N5O1,573.97,2.51,842.566,Alcohol
Adrenaline,C7H30N4O8,303.91,1.72,565.531,Carbohydrate
Cholesterol,C12H5N2O0,552.55,1.67,16.471,Amide
Aspirin,C19H38N2O4,406.06,5.91,489.127,Carbohydrate
Cholesterol,C11H38N2O4,767.36,7.92,501.072,Nucleotide
Serotonin,C5H4N5O1,636.45,2.21,321.797,Nucleotide
Caffeine,C11H30N3O2,689.29,4.03,299.066,Carbohydrate
Ethanol,C7H22N4O9,449.33,13.95,592.946,Carbohydrate
Adenosine triphosphate,C5H11N3O8,547.38,12.9,286.668,Hormone
Adrenaline,C11H11N5O8,440.38,4.93,966.138,Organic Compound
Cholesterol,C18H36N2O1,58.71,3.51,595.305,Alkaloid
Caffeine,C19H38N4O4,669.53,13.09,155.432,Lipid
Dopamine,C9H35N0O5,263.27,4.02,598.336,Organic Compound
Urea,C3H32N0O0,720.83,N/A,48.952,Organic Compound
Glucose,C1H32N1O5,623.52,7.72,331.041,Organic Compound
Cholesterol,C2H13N2O5,513.38,4.62,984.548,Neurotransmitter
Aspirin,C19H31N1O0,790.49,3.21,354.6,Lipid
Aspirin,C15H34N0O3,778.61,5.74,276.895,Neurotransmitter
