compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C14H19N3O0,305.32,11.71,720.326,Alcohol
Serotonin,C13H8N1O2,252.42,8.43,251.2,Amide
Urea,C20H37N3O0,81.29,2.4,373.331,Nucleotide
Adrenaline,C7H39N4O10,182.39,4.71,102.001,Amide
Urea,C8H34N5O0,323.08,4.11,633.253,Hormone
Dopamine,C2H32N1O4,960.49,4.77,164.96,Amide
Dopamine,C8H22N2O1,115.26,6.71,200.952,Nucleotide
Adenosine triphosphate,C18H24N3O0,857.12,3.36,885.203,Alcohol
Adenosine triphosphate,C20H6N1O5,374.04,9.74,878.424,Amide
Urea,C8H30N3O10,241.69,9.9,331.991,Hormone
Urea,C16H8N2O7,968.97,10.56,299.574,Nucleotide
Caffeine,C2H6N0O10,346.72,1.56,802.464,Lipid
Adenosine triphosphate,C12H23N5O4,488.23,N/A,788.902,Hormone
Adenosine triphosphate,C1H38N1O1,476.49,13.46,5.044,Nucleotide
Cholesterol,C9H23N3O10,431.51,14.0,456.84,Organic Compound
Ethanol,C4H16N4O3,992.23,N/A,697.71,Organic Compound
Serotonin,C11H22N1O9,213.87,N/A,459.126,Lipid
Adrenaline,C13H18N5O7,743.25,1.32,499.84,Neurotransmitter
Aspirin,C15H1N5O5,935.8,5.84,675.027,Carbohydrate
Cholesterol,C20H7N5O2,90.19,3.27,990.129,Nucleotide
Dopamine,C1H1N0O8,850.81,1.64,475.593,Amide
Aspirin,C5H2N1O1,94.22,8.33,657.156,Nucleotide
Glucose,C12H22N3O7,744.24,4.11,705.667,Organic Compound
Caffeine,C10H15N1O1,608.09,11.26,404.779,Hormone
Dopamine,C6H15N0O6,486.96,8.12,693.342,Alkaloid
Glucose,C19H15N5O4,345.89,12.32,194.059,Amide
Adenosine triphosphate,C17H4N5O1,491.6,1.09,89.061,Hormone
Adrenaline,C15H25N0O9,497.99,9.47,655.809,Hormone
Glucose,C15H34N3O8,555.05,11.76,744.791,Organic Compound
Aspirin,C1H38N2O8,761.24,3.81,643.664,Alcohol
Adenosine triphosphate,C12H6N0O6,660.52,10.98,685.127,Alkaloid
Adrenaline,C5H31N1O6,51.2,6.45,878.692,Alkaloid
Adrenaline,C12H35N3O7,449.49,8.71,981.91,Organic Compound
Aspirin,C9H9N0O0,495.47,N/A,529.455,Alcohol
Urea,C4H1N2O1,449.58,10.0,851.228,Alcohol
Caffeine,C12H12N1O0,883.66,10.34,984.722,Alcohol
Caffeine,C5H36N0O8,666.63,3.14,749.469,Lipid
Adrenaline,C2H38N2O7,212.18,12.93,880.686,Alcohol
Ethanol,C17H26N5O0,763.55,11.6,982.522,Organic Compound
Dopamine,C5H23N5O2,863.36,1.82,518.34,Amide
Caffeine,C13H12N3O10,487.16,3.47,598.999,Neurotransmitter
Dopamine,C4H1N5O6,531.77,13.14,480.725,Lipid
Urea,C2H5N1O1,739.29,N/A,599.799,Carbohydrate
Ethanol,C7H24N2O5,567.05,8.02,150.136,Alcohol
Aspirin,C11H22N5O8,75.22,12.1,365.856,Hormone
Cholesterol,C12H32N4O8,220.46,10.28,43.312,Alkaloid
Cholesterol,C17H30N2O8,328.16,8.97,660.649,Alkaloid
Serotonin,C15H25N2O0,176.38,N/A,938.959,Organic Compound
Adenosine triphosphate,C19H7N3O8,436.68,4.78,376.442,Carbohydrate
Urea,C10H21N4O3,477.78,4.72,62.304,Alkaloid
Urea,C17H37N2O4,368.02,11.84,840.465,Alkaloid
Glucose,C13H17N0O0,992.05,7.88,606.609,Neurotransmitter
Urea,C10H4N0O9,275.51,6.74,334.166,Nucleotide
Serotonin,C4H37N3O10,641.47,9.39,185.815,Alkaloid
Cholesterol,C16H34N4O4,781.49,6.09,377.699,Alkaloid
Urea,C2H26N3O1,781.49,11.64,695.414,Lipid
Dopamine,C4H8N2O7,157.53,7.81,15.477,Carbohydrate
Cholesterol,C1H5N4O4,387.02,9.24,462.61,Neurotransmitter
Ethanol,C17H12N5O10,326.4,11.52,944.149,Lipid
Glucose,C13H14N5O10,759.83,13.88,533.864,Organic Compound
Caffeine,C8H6N4O5,525.57,N/A,537.329,Hormone
Ethanol,C11H12N1O3,577.69,12.67,138.665,Neurotransmitter
Urea,C11H14N0O7,331.64,13.53,459.521,Hormone
Urea,C2H4N0O6,514.22,12.75,727.868,Nucleotide
Ethanol,C13H19N5O4,335.02,6.81,23.606,Amide
Dopamine,C15H27N0O0,106.05,5.86,122.776,Organic Compound
Dopamine,C1H6N0O8,322.18,3.71,594.497,Organic Compound
Cholesterol,C5H39N3O1,152.73,N/A,75.987,Alcohol
Aspirin,C1H9N4O5,999.1,13.29,863.164,Lipid
Ethanol,C2H13N3O6,171.17,1.36,715.177,Amide
Cholesterol,C7H32N5O9,811.78,9.07,136.156,Neurotransmitter
Adenosine triphosphate,C5H10N2O0,300.44,11.92,443.493,Alkaloid
Serotonin,C12H27N1O0,235.92,N/A,6.91,Nucleotide
Adrenaline,C17H37N1O3,807.18,N/A,762.041,Hormone
Serotonin,C1H36N3O0,282.86,10.79,879.786,Amide
Caffeine,C11H27N3O0,113.98,1.12,525.019,Organic Compound
Serotonin,C19H19N1O2,241.51,1.52,709.48,Carbohydrate
Serotonin,C13H38N3O4,998.24,10.91,389.544,Organic Compound
Ethanol,C20H1N1O0,435.62,7.96,28.286,Nucleotide
Glucose,C8H11N0O3,975.74,3.99,729.87,Lipid
Cholesterol,C20H13N5O2,201.66,N/A,740.57,Organic Compound
Cholesterol,C8H19N4O8,809.69,10.82,427.992,Lipid
Adenosine triphosphate,C15H37N4O1,840.52,11.08,902.594,Nucleotide
Adrenaline,C18H27N3O5,941.89,1.79,581.482,Nucleotide
Glucose,C14H34N2O2,856.36,12.33,595.911,Organic Compound
Cholesterol,C13H18N3O5,769.35,9.21,41.587,Alcohol
Serotonin,C12H40N1O7,887.27,N/A,222.279,Lipid
Urea,C5H10N0O7,617.59,11.99,76.736,Lipid
Serotonin,C2H8N1O4,562.68,5.34,349.637,Neurotransmitter
Dopamine,C7H34N4O8,205.95,9.38,996.013,Alcohol
Ethanol,C8H14N1O9,640.94,N/A,536.494,Alkaloid
Urea,C15H19N3O8,614.59,9.04,938.814,Amide
Adenosine triphosphate,C7H29N4O8,781.1,N/A,385.426,Hormone
Aspirin,C11H9N0O6,360.08,N/A,273.089,Alkaloid
Glucose,C5H15N0O0,700.95,9.47,885.318,Carbohydrate
Adenosine triphosphate,C9H24N2O6,109.25,6.69,141.996,Neurotransmitter
Ethanol,C14H38N5O10,866.07,1.89,248.978,Amide
Ethanol,C14H30N3O0,524.3,13.07,858.374,Hormone
Urea,C6H39N0O8,136.91,9.54,212.206,Lipid
Aspirin,C9H38N5O3,131.21,8.45,764.297,Amide
Aspirin,C10H26N5O6,159.73,7.69,455.32,Amide
Adrenaline,C19H20N2O8,88.08,13.93,517.646,Nucleotide
Serotonin,C13H31N2O0,945.4,4.06,714.103,Hormone
Adrenaline,C17H13N5O0,562.02,N/A,40.783,Nucleotide
Cholesterol,C18H38N1O8,916.41,13.35,789.719,Alcohol
Aspirin,C19H21N2O10,694.71,11.43,358.297,Amide
Adenosine triphosphate,C17H37N4O7,990.35,13.26,161.69,Nucleotide
Caffeine,C8H40N3O2,629.21,4.65,448.828,Carbohydrate
Dopamine,C14H31N4O10,861.18,4.12,739.516,Nucleotide
Urea,C5H20N3O8,143.63,N/A,908.284,Nucleotide
Glucose,C20H40N5O6,506.0,7.13,827.314,Amide
Adenosine triphosphate,C13H10N0O5,205.74,6.42,671.401,Carbohydrate
Cholesterol,C1H13N0O4,748.63,9.45,250.939,Alkaloid
Aspirin,C16H24N3O0,507.03,11.65,459.132,Carbohydrate
Aspirin,C18H16N2O7,455.51,10.88,772.351,Alkaloid
Adenosine triphosphate,C9H4N1O5,532.29,N/A,166.922,Lipid
Serotonin,C18H3N1O10,207.01,8.98,667.538,Amide
Adrenaline,C12H15N0O6,444.27,10.12,928.481,Alkaloid
Serotonin,C14H9N5O3,115.52,11.18,820.051,Lipid
Glucose,C13H18N0O4,208.59,6.32,323.897,Organic Compound
Dopamine,C7H1N2O5,127.75,3.16,654.684,Organic Compound
Adenosine triphosphate,C19H3N5O3,599.45,4.93,612.803,Lipid
Caffeine,C4H7N5O5,363.01,N/A,824.895,Alcohol
Dopamine,C4H14N2O3,919.32,N/A,42.493,Alcohol
Cholesterol,C8H9N3O7,508.06,11.26,259.704,Neurotransmitter
Adenosine triphosphate,C15H11N5O10,832.0,1.1,362.484,Nucleotide
Adenosine triphosphate,C2H29N2O9,67.58,10.34,0.075,Neurotransmitter
Adenosine triphosphate,C4H4N3O4,480.69,N/A,447.301,Alkaloid
Dopamine,C6H17N4O5,552.69,3.04,412.978,Lipid
Cholesterol,C10H19N4O7,568.79,N/A,588.258,Alcohol
Aspirin,C13H11N0O4,219.26,11.38,171.348,Lipid
Aspirin,C2H35N1O0,982.34,10.69,341.838,Alcohol
Caffeine,C5H40N4O7,156.29,N/A,787.723,Lipid
Adenosine triphosphate,C15H35N1O10,153.48,1.11,547.904,Amide
Urea,C8H27N3O6,286.65,1.46,602.135,Hormone
Ethanol,C9H33N1O0,343.84,1.92,491.952,Hormone
Dopamine,C9H13N4O8,149.39,8.53,795.073,Alcohol
Caffeine,C1H31N1O10,607.7,12.05,354.429,Carbohydrate
Aspirin,C2H2N0O5,759.38,11.14,255.163,Nucleotide
Caffeine,C19H18N4O7,364.19,8.33,765.595,Nucleotide
Glucose,C19H10N1O6,686.74,8.2,626.374,Organic Compound
Adenosine triphosphate,C2H19N1O7,91.89,11.81,690.644,Organic Compound
Urea,C14H38N2O6,814.95,5.86,817.191,Carbohydrate
Adenosine triphosphate,C20H15N4O0,250.76,5.84,255.131,Alkaloid
Serotonin,C19H16N2O5,185.95,9.96,132.298,Neurotransmitter
Adrenaline,C6H12N4O7,966.74,N/A,804.023,Hormone
Aspirin,C5H4N5O8,557.07,11.38,392.375,Alcohol
Ethanol,C18H13N4O5,357.5,8.45,244.754,Amide
Adenosine triphosphate,C13H35N2O8,179.39,11.43,598.693,Alcohol
Adenosine triphosphate,C1H18N2O6,580.81,11.59,841.617,Hormone
Cholesterol,C16H36N0O8,866.18,N/A,483.324,Nucleotide
Ethanol,C17H1N3O10,146.41,6.2,955.871,Organic Compound
Glucose,C9H35N5O1,449.65,N/A,177.438,Neurotransmitter
Dopamine,C2H33N5O5,742.88,6.29,517.867,Neurotransmitter
Urea,C19H31N0O4,373.92,N/A,210.824,Neurotransmitter
Adrenaline,C20H10N4O0,711.31,1.51,173.238,Neurotransmitter
Dopamine,C20H38N5O0,771.19,5.05,316.314,Neurotransmitter
Adenosine triphosphate,C19H2N1O6,890.96,13.33,100.098,Nucleotide
Serotonin,C18H7N2O5,67.69,11.11,814.609,Amide
Caffeine,C18H29N1O1,919.98,2.53,444.483,Carbohydrate
Ethanol,C7H16N4O4,586.82,12.54,717.437,Nucleotide
Glucose,C20H8N2O8,296.7,2.37,538.184,Hormone
Urea,C15H33N2O6,947.12,N/A,876.399,Organic Compound
Adenosine triphosphate,C4H19N2O7,489.61,N/A,249.679,Nucleotide
Ethanol,C18H22N0O7,680.07,3.35,278.946,Lipid
Serotonin,C9H34N4O6,327.69,6.11,429.032,Lipid
Aspirin,C12H39N4O2,275.92,4.89,759.535,Hormone
Ethanol,C2H19N3O8,716.17,8.25,44.717,Hormone
Adenosine triphosphate,C11H4N1O8,510.87,3.0,412.034,Alcohol
Cholesterol,C11H18N3O6,393.9,12.89,585.59,Nucleotide
Adenosine triphosphate,C15H4N0O5,799.28,N/A,6.557,Nucleotide
Adenosine triphosphate,C10H35N4O1,444.26,5.16,520.476,Amide
Cholesterol,C15H38N0O10,329.78,3.47,390.26,Alkaloid
Ethanol,C7H38N3O6,462.55,2.98,266.871,Lipid
Urea,C18H36N0O7,986.27,11.02,22.56,Lipid
Ethanol,C17H24N4O2,773.2,13.79,772.137,Hormone
Adenosine triphosphate,C15H34N5O5,755.99,5.88,676.038,Hormone
Serotonin,C5H39N2O9,984.95,6.57,182.459,Nucleotide
Dopamine,C5H6N3O10,857.2,10.63,35.462,Amide
Ethanol,C10H17N5O0,838.76,3.94,97.477,Neurotransmitter
Adenosine triphosphate,C13H28N5O7,542.12,2.04,252.548,Amide
Dopamine,C20H19N2O5,81.85,4.97,123.401,Alkaloid
Glucose,C18H9N2O5,240.41,N/A,959.617,Hormone
Aspirin,C5H16N2O10,275.6,3.89,313.481,Lipid
Serotonin,C2H11N4O1,503.3,N/A,711.804,Lipid
Serotonin,C20H7N2O4,774.54,N/A,986.929,Organic Compound
Serotonin,C11H2N3O4,794.36,9.33,655.194,Alkaloid
Cholesterol,C11H16N4O4,79.21,4.2,196.993,Neurotransmitter
Caffeine,C3H16N2O3,590.01,9.14,307.22,Neurotransmitter
Urea,C20H9N2O7,477.53,6.86,885.137,Carbohydrate
Dopamine,C8H9N3O7,985.33,N/A,405.341,Amide
Serotonin,C17H32N0O7,900.75,8.09,340.629,Neurotransmitter
Dopamine,C14H14N3O9,570.75,4.5,910.947,Lipid
Serotonin,C12H15N1O4,877.38,3.62,344.682,Neurotransmitter
Glucose,C14H18N0O1,476.59,9.23,318.45,Nucleotide
Adrenaline,C12H31N0O3,311.36,N/A,257.787,Hormone
Urea,C17H27N0O8,952.53,9.94,129.047,Nucleotide
Dopamine,C15H12N3O5,753.01,13.27,498.76,Carbohydrate
Dopamine,C1H35N1O1,70.78,N/A,765.884,Alcohol
Adrenaline,C2H13N2O3,435.05,N/A,130.778,Lipid
Adrenaline,C4H17N1O4,402.88,11.21,189.31,Hormone
Adenosine triphosphate,C15H5N5O3,767.96,11.92,528.85,Alkaloid
Urea,C7H2N1O3,998.39,9.4,887.835,Neurotransmitter
Caffeine,C6H16N3O8,870.38,12.31,738.374,Alkaloid
Urea,C6H37N4O0,828.54,6.45,489.799,Alkaloid
Aspirin,C12H4N4O8,317.63,13.85,897.731,Alcohol
Adenosine triphosphate,C20H40N2O7,493.31,7.09,986.008,Carbohydrate
Aspirin,C15H16N4O10,309.38,N/A,920.953,Organic Compound
Adenosine triphosphate,C14H36N4O0,562.73,1.49,145.818,Organic Compound
Dopamine,C19H35N4O4,370.94,12.74,109.714,Lipid
Glucose,C16H34N0O0,167.68,12.8,266.341,Organic Compound
Cholesterol,C4H16N3O7,456.55,4.26,753.807,Organic Compound
Urea,C1H21N1O9,741.82,6.57,216.234,Hormone
Serotonin,C16H1N3O2,462.03,1.44,836.531,Carbohydrate
Adrenaline,C2H15N0O10,427.1,12.48,70.346,Carbohydrate
Cholesterol,C16H10N0O5,923.98,N/A,105.558,Carbohydrate
Serotonin,C10H18N5O6,116.46,5.9,237.577,Amide
Caffeine,C10H36N1O0,997.05,N/A,700.023,Carbohydrate
Ethanol,C6H26N4O4,891.37,1.7,885.11,Alkaloid
Caffeine,C5H11N4O4,115.94,N/A,299.903,Amide
Adrenaline,C7H33N1O4,383.33,3.77,937.121,Alkaloid
Adrenaline,C14H25N2O8,619.57,2.68,995.645,Organic Compound
Aspirin,C6H9N2O1,690.36,5.12,877.924,Carbohydrate
Serotonin,C3H31N4O9,679.23,1.38,193.56,Carbohydrate
Urea,C8H40N1O5,439.01,N/A,631.965,Neurotransmitter
Adenosine triphosphate,C10H14N3O9,648.7,2.39,730.646,Amide
Glucose,C14H2N3O4,333.41,4.27,126.207,Carbohydrate
Dopamine,C5H21N4O5,169.87,N/A,633.202,Alcohol
Urea,C15H10N4O7,218.44,13.07,703.794,Carbohydrate
Serotonin,C1H6N2O2,887.87,6.63,5.42,Lipid
Ethanol,C14H2N5O9,588.93,N/A,82.006,Alkaloid
Glucose,C5H25N4O3,678.19,10.18,918.137,Neurotransmitter
Serotonin,C15H31N5O0,131.29,11.71,158.046,Hormone
Dopamine,C5H16N3O8,781.84,N/A,595.446,Lipid
Ethanol,C13H39N5O0,324.25,11.87,396.126,Hormone
Urea,C13H6N1O4,556.36,6.67,316.585,Nucleotide
Caffeine,C3H23N2O10,618.24,1.03,705.684,Carbohydrate
Urea,C12H4N3O8,602.88,2.42,294.585,Alcohol
Caffeine,C2H28N2O3,851.91,N/A,747.013,Nucleotide
Caffeine,C13H19N2O10,200.74,7.64,646.885,Carbohydrate
Caffeine,C7H23N3O4,743.76,3.33,258.397,Amide
Caffeine,C16H17N5O4,86.99,N/A,38.216,Carbohydrate
Aspirin,C13H6N5O8,125.31,9.06,398.815,Organic Compound
Caffeine,C7H22N5O8,602.29,13.35,913.273,Nucleotide
Adrenaline,C13H34N1O8,516.28,2.98,319.206,Alkaloid
Glucose,C19H19N0O1,417.35,7.08,74.434,Lipid
Aspirin,C9H13N4O6,778.88,1.39,845.179,Carbohydrate
Serotonin,C8H28N3O8,836.92,N/A,595.459,Alcohol
Adenosine triphosphate,C3H23N4O8,796.42,2.25,1.129,Organic Compound
Aspirin,C15H26N3O1,858.09,11.55,741.956,Hormone
Serotonin,C20H28N0O6,836.16,10.27,911.466,Lipid
Urea,C2H19N4O0,616.81,1.58,595.917,Organic Compound
Adenosine triphosphate,C11H30N2O5,838.83,4.69,462.781,Amide
Ethanol,C16H11N0O4,144.86,4.11,995.312,Alcohol
Cholesterol,C9H40N5O3,916.44,12.49,663.123,Alkaloid
Serotonin,C18H31N0O4,630.59,13.87,763.755,Hormone
Urea,C6H34N0O10,653.42,1.1,269.66,Carbohydrate
Serotonin,C1H1N5O5,400.3,4.13,496.698,Organic Compound
Cholesterol,C10H27N5O9,737.53,5.96,978.467,Alcohol
Cholesterol,C1H13N1O9,254.56,10.63,152.13,Carbohydrate
Ethanol,C15H9N0O0,915.62,12.39,855.481,Organic Compound
Caffeine,C19H29N5O0,283.11,N/A,234.556,Alcohol
Glucose,C16H17N4O8,600.23,6.94,594.481,Hormone
Adrenaline,C18H30N3O10,739.91,N/A,581.938,Carbohydrate
Ethanol,C17H3N3O2,80.93,4.45,917.735,Alcohol
Caffeine,C18H29N4O0,444.08,N/A,548.43,Amide
Adenosine triphosphate,C17H15N3O2,403.5,11.95,499.31,Nucleotide
Ethanol,C16H18N0O0,87.05,9.12,365.004,Carbohydrate
Glucose,C8H21N2O3,547.74,8.73,249.28,Alcohol
Urea,C10H37N3O8,435.99,2.63,40.523,Alcohol
Serotonin,C6H36N4O5,491.35,N/A,248.136,Hormone
Caffeine,C7H40N1O10,97.39,9.81,525.584,Organic Compound
Adrenaline,C8H2N2O3,665.59,N/A,121.275,Hormone
Ethanol,C6H18N1O9,898.56,8.64,834.635,Organic Compound
Cholesterol,C13H18N4O6,702.04,11.75,852.631,Amide
Ethanol,C16H38N2O10,273.72,9.31,714.49,Carbohydrate
Glucose,C14H13N2O3,132.94,4.78,758.574,Amide
Adrenaline,C6H11N3O4,425.54,3.65,605.353,Alcohol
Glucose,C4H3N0O6,419.51,10.76,411.806,Lipid
Aspirin,C1H26N1O5,491.66,12.0,678.361,Lipid
Serotonin,C9H25N2O3,330.53,6.03,314.091,Alcohol
Dopamine,C4H6N1O2,679.19,7.92,916.459,Alkaloid
Ethanol,C2H21N2O6,639.96,13.57,114.761,Carbohydrate
Urea,C20H27N5O10,661.04,8.17,818.4,Neurotransmitter
Adrenaline,C18H32N2O7,55.92,6.06,28.124,Alkaloid
Adrenaline,C15H28N2O0,368.58,7.8,437.329,Nucleotide
Aspirin,C16H15N1O4,83.45,9.86,338.648,Carbohydrate
Dopamine,C11H15N3O2,642.1,13.35,848.783,Nucleotide
