compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C3H2N5O0,759.2,7.59,978.532,Neurotransmitter
Adenosine triphosphate,C12H13N2O5,418.96,N/A,226.576,Alkaloid
Caffeine,C4H11N3O5,444.31,10.97,472.939,Organic Compound
Adenosine triphosphate,C19H18N0O8,765.24,3.07,632.416,Alkaloid
Serotonin,C17H22N2O2,541.6,11.17,579.259,Alkaloid
Dopamine,C10H7N3O5,390.23,10.52,150.633,Nucleotide
Caffeine,C3H20N0O5,317.66,2.79,659.529,Hormone
Adrenaline,C18H10N3O9,496.78,8.01,388.84,Hormone
Dopamine,C19H20N2O4,269.74,2.74,196.816,Alcohol
Caffeine,C13H10N4O7,387.24,9.97,195.576,Organic Compound
Urea,C12H12N2O7,825.36,8.71,938.201,Carbohydrate
Glucose,C15H25N3O2,70.77,11.2,772.758,Hormone
Aspirin,C6H22N0O7,296.7,6.38,884.568,Lipid
Cholesterol,C9H10N2O0,929.58,7.27,422.651,Nucleotide
Adrenaline,C4H1N4O3,752.56,7.61,9.535,Nucleotide
Glucose,C4H10N5O4,670.67,N/A,605.67,Amide
Adenosine triphosphate,C2H11N3O9,529.08,4.28,182.012,Carbohydrate
Ethanol,C12H2N2O0,473.76,2.3,734.192,Organic Compound
Cholesterol,C12H19N5O3,518.55,2.96,713.208,Alkaloid
Adrenaline,C20H25N4O1,667.77,7.21,873.019,Amide
Urea,C6H34N1O1,51.54,7.14,60.383,Nucleotide
Glucose,C6H10N2O0,971.8,N/A,74.925,Organic Compound
Caffeine,C19H14N1O7,214.49,7.17,887.718,Organic Compound
Urea,C4H1N3O3,68.67,N/A,463.298,Nucleotide
Caffeine,C11H21N2O5,841.01,4.5,3.842,Lipid
Urea,C13H24N3O1,965.33,N/A,519.012,Carbohydrate
Dopamine,C16H1N0O9,182.02,3.03,779.025,Alkaloid
Glucose,C2H34N1O7,372.16,10.12,219.132,Hormone
Cholesterol,C14H22N1O1,892.62,N/A,710.604,Hormone
Dopamine,C20H24N0O2,799.94,N/A,931.25,Alcohol
Adenosine triphosphate,C3H3N1O0,507.11,4.54,877.556,Neurotransmitter
Caffeine,C14H20N3O8,815.4,13.03,248.462,Organic Compound
Caffeine,C17H12N0O5,93.92,12.86,791.365,Alkaloid
Adrenaline,C16H31N1O3,65.7,9.15,29.169,Alkaloid
Caffeine,C16H25N4O5,779.82,N/A,909.464,Organic Compound
Dopamine,C7H21N5O3,432.29,10.97,380.952,Organic Compound
Urea,C18H33N3O4,758.66,1.61,362.987,Alcohol
Ethanol,C5H28N2O6,529.89,1.84,558.598,Carbohydrate
Cholesterol,C20H1N1O7,423.9,13.66,421.273,Carbohydrate
Cholesterol,C16H7N0O3,331.13,11.36,831.275,Carbohydrate
Adenosine triphosphate,C16H34N3O4,666.47,N/A,449.134,Nucleotide
Dopamine,C14H26N1O0,886.9,N/A,461.769,Neurotransmitter
Adrenaline,C18H22N3O8,415.29,N/A,121.964,Carbohydrate
Aspirin,C9H12N2O8,471.46,N/A,554.168,Nucleotide
Ethanol,C10H17N4O10,649.77,2.92,763.072,Hormone
Cholesterol,C8H19N4O10,913.9,11.25,689.206,Organic Compound
Serotonin,C17H1N0O5,129.38,3.41,938.193,Nucleotide
Cholesterol,C8H24N5O2,539.85,9.69,586.667,Nucleotide
Glucose,C1H2N2O6,365.02,10.39,707.236,Lipid
Urea,C3H23N3O7,561.84,13.11,255.009,Hormone
Caffeine,C4H40N4O0,359.45,7.99,763.907,Nucleotide
Adenosine triphosphate,C8H25N1O2,685.48,2.1,433.727,Nucleotide
Caffeine,C20H33N0O5,476.2,3.32,825.912,Amide
Adrenaline,C13H16N0O5,980.88,7.8,340.305,Organic Compound
Glucose,C15H40N1O0,797.84,11.66,120.682,Alkaloid
Ethanol,C1H11N1O10,692.41,8.27,643.401,Alcohol
Aspirin,C10H16N4O5,948.91,13.73,612.304,Amide
Serotonin,C19H24N0O3,171.15,4.88,911.651,Hormone
Adenosine triphosphate,C12H31N2O3,592.08,13.78,17.044,Hormone
Serotonin,C2H39N1O4,61.64,N/A,149.112,Lipid
Caffeine,C15H17N5O9,908.2,7.25,166.512,Alcohol
Caffeine,C12H25N1O0,595.77,13.51,298.312,Hormone
Glucose,C1H4N5O4,309.81,N/A,221.82,Neurotransmitter
Urea,C1H36N3O5,664.16,5.72,856.395,Organic Compound
Urea,C15H15N3O0,442.47,N/A,428.636,Organic Compound
Ethanol,C18H38N1O3,332.87,8.24,47.573,Neurotransmitter
Urea,C2H34N1O6,776.51,8.39,261.447,Alcohol
Caffeine,C11H16N5O2,614.41,1.68,704.155,Amide
Dopamine,C14H4N3O2,905.98,13.32,840.735,Alkaloid
Dopamine,C5H35N3O1,762.61,N/A,629.744,Organic Compound
Glucose,C9H21N3O9,259.28,7.83,367.596,Amide
Ethanol,C16H12N0O2,732.22,2.98,938.805,Carbohydrate
Adrenaline,C9H20N0O7,673.31,11.52,573.721,Carbohydrate
Adrenaline,C19H5N2O3,714.44,9.03,659.191,Alcohol
Adenosine triphosphate,C19H16N0O2,564.03,6.1,235.842,Neurotransmitter
Serotonin,C19H19N2O7,499.31,1.91,447.87,Organic Compound
Serotonin,C9H1N4O3,127.49,9.78,819.303,Alkaloid
Glucose,C7H18N2O7,572.79,2.81,371.979,Carbohydrate
Adenosine triphosphate,C14H34N0O3,299.61,6.49,791.281,Alkaloid
Glucose,C15H20N4O0,215.69,N/A,937.77,Organic Compound
Caffeine,C11H9N5O9,132.43,4.62,932.746,Carbohydrate
Ethanol,C12H39N5O9,736.64,7.56,325.941,Alcohol
Urea,C3H32N2O0,806.25,N/A,113.717,Alkaloid
Urea,C10H2N3O7,63.55,11.82,895.189,Alcohol
Urea,C8H29N1O9,197.02,9.57,771.561,Alkaloid
Glucose,C17H10N0O2,233.15,N/A,520.787,Carbohydrate
Aspirin,C11H3N0O7,166.14,13.87,948.809,Organic Compound
Aspirin,C5H35N3O3,113.85,5.09,686.22,Nucleotide
Dopamine,C12H6N4O10,856.2,9.8,257.789,Nucleotide
Urea,C17H24N3O5,599.17,12.88,589.558,Carbohydrate
Adenosine triphosphate,C3H21N2O5,515.83,9.37,367.116,Hormone
Cholesterol,C14H16N0O2,194.89,11.56,520.331,Alcohol
Dopamine,C3H40N4O5,853.03,11.47,347.722,Amide
Serotonin,C19H32N4O9,157.09,N/A,412.377,Nucleotide
Urea,C20H7N2O1,418.03,1.96,550.889,Nucleotide
Glucose,C15H35N4O2,993.54,6.39,426.341,Lipid
Aspirin,C15H38N0O3,798.82,1.9,984.192,Alcohol
Ethanol,C6H36N1O9,975.99,9.38,199.795,Carbohydrate
Adenosine triphosphate,C18H2N3O0,444.33,3.0,21.532,Carbohydrate
Cholesterol,C13H22N3O6,88.86,13.16,461.856,Neurotransmitter
Caffeine,C12H15N2O4,240.42,12.98,820.522,Alkaloid
Adenosine triphosphate,C8H5N2O7,737.28,1.67,188.002,Organic Compound
Urea,C14H21N2O2,190.98,N/A,118.337,Organic Compound
Glucose,C6H26N1O9,452.32,4.48,693.22,Neurotransmitter
Aspirin,C19H38N0O3,431.88,N/A,106.817,Alcohol
Cholesterol,C19H17N1O0,379.8,1.46,36.937,Organic Compound
Cholesterol,C11H22N2O8,682.82,5.7,785.048,Lipid
Adenosine triphosphate,C17H7N1O8,408.12,10.7,726.427,Neurotransmitter
Ethanol,C1H21N1O8,890.11,5.67,458.474,Carbohydrate
Ethanol,C19H8N0O9,534.71,11.02,991.262,Neurotransmitter
Adenosine triphosphate,C12H29N1O6,347.92,11.28,300.27,Hormone
Urea,C11H15N5O3,831.37,N/A,604.623,Alcohol
Dopamine,C20H37N3O7,355.14,N/A,856.484,Lipid
Adenosine triphosphate,C10H27N0O5,467.23,1.86,26.752,Alcohol
Glucose,C2H21N1O6,214.82,5.42,629.514,Amide
Adenosine triphosphate,C12H12N0O6,543.11,N/A,771.846,Organic Compound
Glucose,C9H19N1O4,663.18,7.97,805.742,Hormone
Urea,C10H6N3O10,875.71,1.2,107.212,Neurotransmitter
Ethanol,C12H22N5O9,903.19,5.23,899.59,Carbohydrate
Glucose,C18H6N3O7,870.71,3.37,875.327,Alcohol
Dopamine,C18H33N5O9,693.33,7.93,645.051,Lipid
Urea,C15H30N2O10,967.91,12.26,277.914,Organic Compound
Adrenaline,C9H32N4O10,239.7,8.35,371.9,Carbohydrate
Serotonin,C20H22N1O8,893.98,13.56,302.808,Alkaloid
Ethanol,C20H1N4O5,528.66,13.2,441.502,Lipid
Adenosine triphosphate,C15H1N3O5,598.34,7.8,325.719,Lipid
Adrenaline,C6H17N5O0,373.92,10.25,844.478,Lipid
