compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C4H15N3O4,479.32,2.24,408.383,Hormone
Urea,C15H25N3O6,475.95,1.41,572.657,Amide
Caffeine,C8H33N0O8,193.91,12.14,937.495,Alkaloid
Adrenaline,C12H23N3O7,804.74,4.0,805.522,Amide
Glucose,C1H10N1O9,935.13,12.0,697.875,Lipid
Urea,C9H9N5O10,571.64,5.43,119.886,Alcohol
Urea,C7H25N4O7,153.88,13.54,795.286,Nucleotide
Urea,C19H2N5O1,343.23,N/A,331.821,Hormone
Adenosine triphosphate,C14H3N3O10,350.79,9.65,740.923,Amide
Adrenaline,C20H12N3O9,685.84,12.56,660.487,Carbohydrate
Adrenaline,C18H28N2O9,137.1,12.74,999.178,Lipid
Caffeine,C1H23N1O2,945.41,7.77,583.449,Nucleotide
Caffeine,C11H20N4O1,943.87,6.71,790.947,Nucleotide
Glucose,C19H10N3O4,370.45,N/A,906.014,Neurotransmitter
Caffeine,C9H34N0O7,991.31,N/A,325.488,Lipid
Adrenaline,C10H5N5O3,889.35,12.44,467.511,Carbohydrate
Aspirin,C12H15N4O1,112.92,9.59,208.252,Carbohydrate
Urea,C10H8N3O8,573.35,3.55,367.388,Alkaloid
Adenosine triphosphate,C4H32N5O3,661.54,1.87,272.989,Hormone
Ethanol,C10H26N0O4,831.22,10.03,697.441,Hormone
Adenosine triphosphate,C9H15N1O2,387.91,N/A,611.961,Neurotransmitter
Caffeine,C16H9N4O7,300.91,8.79,955.062,Neurotransmitter
Urea,C12H18N4O3,541.7,2.25,40.244,Lipid
Ethanol,C8H9N0O3,546.83,1.88,158.956,Alkaloid
Adenosine triphosphate,C15H23N0O3,303.78,5.99,958.433,Alcohol
Glucose,C19H26N2O7,788.14,7.3,807.086,Nucleotide
Adrenaline,C19H14N0O6,286.5,9.93,268.519,Nucleotide
Caffeine,C16H34N4O6,100.45,13.14,920.815,Alkaloid
Adrenaline,C2H19N2O10,660.68,N/A,299.617,Organic Compound
Adenosine triphosphate,C16H25N5O10,900.27,3.69,939.628,Alcohol
Glucose,C15H4N4O1,846.87,12.76,861.215,Neurotransmitter
Cholesterol,C6H18N2O1,508.35,4.95,533.721,Hormone
Adrenaline,C19H39N0O2,942.2,4.57,110.648,Nucleotide
Cholesterol,C1H20N3O5,544.05,3.57,316.051,Amide
Dopamine,C5H11N1O0,164.71,4.27,146.477,Hormone
Adrenaline,C19H35N2O10,881.78,12.06,503.563,Neurotransmitter
Aspirin,C5H38N0O10,737.73,3.54,565.936,Alkaloid
Glucose,C15H34N0O7,54.0,3.21,13.85,Nucleotide
Glucose,C18H2N4O9,989.18,9.3,971.721,Neurotransmitter
Serotonin,C11H30N0O2,698.5,13.89,709.248,Nucleotide
Caffeine,C15H14N3O10,774.42,13.16,697.001,Alkaloid
Dopamine,C1H26N5O9,593.88,5.95,438.261,Carbohydrate
Adrenaline,C4H30N3O3,484.31,1.44,462.489,Amide
Ethanol,C6H36N4O7,197.69,1.8,154.466,Amide
Adrenaline,C15H34N4O5,309.8,N/A,112.635,Alcohol
Adenosine triphosphate,C18H27N5O9,824.48,N/A,272.736,Lipid
Dopamine,C19H17N2O6,100.12,N/A,204.692,Organic Compound
Glucose,C2H13N0O0,978.79,4.29,657.249,Organic Compound
Caffeine,C1H24N1O5,334.85,13.36,960.582,Neurotransmitter
Cholesterol,C3H15N1O10,784.03,13.76,139.753,Alkaloid
Dopamine,C10H37N1O2,293.45,6.72,266.848,Carbohydrate
Adenosine triphosphate,C5H19N3O10,589.73,2.15,690.833,Neurotransmitter
Serotonin,C11H39N1O1,705.01,7.33,25.09,Organic Compound
Serotonin,C14H35N5O10,542.67,N/A,333.826,Amide
Ethanol,C16H17N0O2,127.82,10.67,147.431,Carbohydrate
Urea,C3H19N0O9,366.95,12.43,662.389,Alcohol
Cholesterol,C5H8N3O0,128.15,11.12,577.931,Amide
Ethanol,C10H33N2O6,924.59,1.18,368.633,Lipid
Ethanol,C9H32N3O5,564.04,5.39,217.978,Alkaloid
Dopamine,C17H5N2O3,625.9,1.52,384.014,Alcohol
Adenosine triphosphate,C14H11N0O9,280.2,13.58,969.275,Hormone
Adrenaline,C1H11N0O10,645.53,10.18,70.056,Carbohydrate
Ethanol,C3H28N0O9,503.2,1.64,55.8,Neurotransmitter
Urea,C1H21N5O5,816.75,5.25,434.541,Alcohol
Ethanol,C16H39N0O2,530.98,N/A,54.966,Alcohol
Dopamine,C10H24N1O9,646.6,6.47,495.176,Amide
Caffeine,C12H25N5O7,920.11,N/A,731.375,Neurotransmitter
Dopamine,C2H4N4O4,781.9,8.83,603.241,Hormone
Ethanol,C19H1N0O2,432.03,9.71,457.911,Carbohydrate
Serotonin,C18H5N1O4,671.72,13.05,49.394,Amide
Dopamine,C15H16N5O1,712.62,11.62,591.787,Alcohol
Cholesterol,C7H24N2O4,190.81,13.07,225.115,Alcohol
Caffeine,C1H34N1O10,159.75,13.76,455.758,Alkaloid
Dopamine,C9H13N4O8,716.64,11.09,582.288,Alkaloid
Ethanol,C7H28N4O6,555.39,3.74,266.064,Carbohydrate
Aspirin,C3H32N4O3,609.77,6.41,609.374,Amide
Dopamine,C7H17N5O7,941.41,8.31,454.7,Amide
Dopamine,C2H32N0O10,59.76,9.8,218.907,Carbohydrate
Adenosine triphosphate,C11H19N1O5,475.9,3.28,547.262,Organic Compound
Serotonin,C19H10N4O6,986.28,N/A,4.082,Lipid
Adrenaline,C2H17N4O1,353.97,6.07,964.264,Lipid
Ethanol,C13H6N3O0,56.13,1.25,514.884,Lipid
Glucose,C3H35N3O10,627.27,11.58,657.08,Alcohol
Cholesterol,C16H4N5O9,190.28,N/A,357.993,Carbohydrate
Urea,C5H29N2O0,181.39,N/A,612.672,Hormone
Urea,C13H1N3O3,934.33,12.86,932.667,Alkaloid
Adenosine triphosphate,C12H14N4O5,716.99,N/A,768.591,Amide
Serotonin,C8H27N5O0,487.09,1.5,759.417,Amide
Cholesterol,C2H16N5O2,110.29,N/A,864.301,Organic Compound
Glucose,C3H28N4O8,604.46,7.59,798.442,Alkaloid
Ethanol,C6H5N3O4,264.17,4.89,240.849,Nucleotide
Urea,C9H3N5O1,680.73,8.61,366.383,Nucleotide
Serotonin,C12H34N3O7,567.73,7.73,89.2,Alkaloid
Adenosine triphosphate,C4H24N1O3,818.89,8.02,66.708,Lipid
Caffeine,C9H32N2O10,182.9,13.58,941.206,Lipid
Caffeine,C16H35N2O4,456.07,1.93,68.247,Nucleotide
Cholesterol,C16H21N2O5,528.4,10.13,306.802,Neurotransmitter
Urea,C8H36N1O2,910.56,11.17,812.825,Nucleotide
Urea,C3H5N1O0,815.44,N/A,573.104,Hormone
Urea,C18H1N4O3,545.33,11.05,514.731,Amide
Glucose,C4H2N5O6,197.49,N/A,22.245,Neurotransmitter
Urea,C14H1N1O9,62.75,2.32,703.577,Carbohydrate
Glucose,C18H37N5O3,439.17,7.43,245.531,Nucleotide
Glucose,C11H12N2O0,375.39,2.07,143.541,Neurotransmitter
Glucose,C4H24N2O6,417.39,5.26,768.269,Organic Compound
Ethanol,C1H25N4O1,201.14,5.73,462.762,Amide
Glucose,C15H35N5O5,853.08,4.89,681.57,Alcohol
Caffeine,C3H3N2O5,989.05,3.15,763.509,Neurotransmitter
Ethanol,C18H28N5O0,246.49,1.33,948.408,Amide
Dopamine,C2H40N3O4,914.78,N/A,677.458,Alkaloid
Adenosine triphosphate,C5H35N1O8,777.01,6.45,833.962,Alcohol
Aspirin,C1H25N2O8,806.6,13.05,76.128,Organic Compound
Caffeine,C18H2N0O2,465.72,3.81,66.825,Alcohol
Cholesterol,C17H37N3O8,603.98,7.45,32.662,Nucleotide
Glucose,C10H2N5O4,837.22,N/A,782.718,Organic Compound
Ethanol,C7H20N0O10,106.29,13.25,700.578,Carbohydrate
Dopamine,C16H29N3O7,721.51,3.33,923.118,Hormone
Cholesterol,C1H17N1O10,286.21,11.57,823.383,Neurotransmitter
Glucose,C12H18N5O7,408.51,N/A,63.421,Lipid
Adrenaline,C19H26N5O6,614.96,3.03,335.935,Neurotransmitter
Ethanol,C2H25N4O6,439.98,1.53,480.036,Neurotransmitter
Dopamine,C1H12N0O6,703.82,8.75,712.637,Organic Compound
Urea,C2H7N1O2,857.88,8.39,80.504,Carbohydrate
Caffeine,C9H7N5O1,295.21,1.35,104.52,Hormone
Serotonin,C14H5N5O2,741.28,7.18,948.752,Alkaloid
Serotonin,C16H15N5O6,111.14,9.28,972.466,Alkaloid
Urea,C14H18N4O3,537.29,4.06,74.853,Hormone
Cholesterol,C4H28N5O10,935.8,N/A,939.645,Hormone
Aspirin,C3H35N0O0,344.16,N/A,772.024,Alcohol
Aspirin,C10H13N4O10,74.4,2.23,59.496,Nucleotide
Cholesterol,C2H33N2O2,676.16,9.72,746.579,Lipid
Glucose,C2H14N2O8,962.12,2.34,887.274,Carbohydrate
Serotonin,C18H10N5O4,676.32,N/A,144.35,Lipid
Ethanol,C9H12N3O4,861.16,4.84,280.32,Alkaloid
Ethanol,C15H26N4O8,299.74,13.97,626.668,Lipid
Serotonin,C8H27N3O4,775.09,8.19,219.939,Nucleotide
Dopamine,C14H24N0O5,545.67,2.57,811.862,Neurotransmitter
Adrenaline,C5H24N4O6,634.04,1.88,673.171,Organic Compound
Dopamine,C6H12N3O1,730.24,2.53,23.314,Organic Compound
Ethanol,C7H36N0O5,816.13,8.35,695.505,Hormone
Glucose,C6H38N3O3,434.03,4.13,764.875,Carbohydrate
Aspirin,C16H31N3O1,301.78,N/A,323.07,Hormone
Dopamine,C14H21N5O9,85.79,7.99,60.868,Hormone
Cholesterol,C12H20N5O8,785.86,7.49,266.753,Carbohydrate
Aspirin,C9H33N4O8,434.15,7.01,221.181,Lipid
Adrenaline,C8H27N0O9,378.74,8.14,80.165,Neurotransmitter
Adenosine triphosphate,C2H25N3O1,306.14,5.74,371.17,Alcohol
Cholesterol,C5H8N1O7,855.73,7.8,351.383,Amide
Ethanol,C20H14N2O9,369.49,10.92,844.765,Organic Compound
Ethanol,C5H14N4O10,123.23,11.01,934.091,Alcohol
Urea,C7H28N0O1,440.54,N/A,623.044,Lipid
Aspirin,C15H6N3O1,134.51,9.73,123.494,Hormone
Cholesterol,C7H35N4O10,191.28,5.54,565.611,Organic Compound
Adenosine triphosphate,C4H30N2O6,238.73,3.31,999.648,Lipid
Serotonin,C3H19N2O0,641.52,2.28,490.496,Carbohydrate
Adenosine triphosphate,C14H28N0O7,527.04,6.72,953.228,Alkaloid
Dopamine,C10H3N2O3,224.22,9.11,493.6,Organic Compound
Dopamine,C8H27N2O7,275.84,4.14,897.675,Carbohydrate
Dopamine,C2H33N1O8,461.59,9.83,391.511,Lipid
Urea,C6H19N5O5,641.85,11.11,259.94,Alcohol
Adrenaline,C9H29N1O6,480.96,6.88,185.686,Organic Compound
Aspirin,C2H25N1O1,841.48,2.72,288.797,Neurotransmitter
Dopamine,C4H20N2O3,278.14,5.02,58.053,Carbohydrate
Cholesterol,C1H26N3O7,230.7,7.77,926.357,Amide
Urea,C4H11N2O0,660.62,13.69,938.545,Neurotransmitter
Serotonin,C3H16N2O4,148.58,7.34,140.452,Neurotransmitter
Adrenaline,C3H6N1O8,151.69,2.92,274.212,Organic Compound
Serotonin,C16H20N3O9,117.49,2.73,755.446,Lipid
Glucose,C8H10N3O3,390.34,5.82,770.541,Hormone
Ethanol,C10H5N2O8,856.52,N/A,576.987,Alkaloid
Adrenaline,C14H19N3O1,616.43,6.29,548.283,Amide
Serotonin,C13H29N2O9,894.18,9.28,572.231,Hormone
Aspirin,C3H3N1O4,177.83,N/A,447.305,Lipid
Aspirin,C9H12N2O4,213.4,11.51,350.445,Lipid
Cholesterol,C5H20N5O3,908.57,7.9,899.285,Amide
Serotonin,C13H3N4O10,492.35,3.54,120.912,Alcohol
Ethanol,C4H17N4O4,91.9,11.44,964.357,Alcohol
Glucose,C16H16N2O4,290.55,13.53,637.566,Neurotransmitter
Aspirin,C15H9N2O3,237.17,6.37,571.235,Alkaloid
Glucose,C11H36N3O3,339.27,N/A,941.22,Alkaloid
Urea,C10H38N3O5,951.83,9.7,143.262,Amide
Adenosine triphosphate,C5H38N0O8,534.9,13.6,212.24,Organic Compound
Adenosine triphosphate,C9H23N1O0,945.43,7.45,431.315,Amide
Adenosine triphosphate,C14H28N3O9,113.0,N/A,577.931,Nucleotide
Caffeine,C19H29N4O8,642.48,1.5,211.78,Hormone
Urea,C9H25N4O6,449.86,12.45,268.065,Lipid
Caffeine,C11H19N4O6,680.82,4.04,288.409,Organic Compound
Dopamine,C8H34N3O2,693.52,1.95,989.533,Amide
Adenosine triphosphate,C2H39N0O5,869.24,3.73,670.528,Alkaloid
Aspirin,C19H4N0O1,521.53,5.13,928.415,Neurotransmitter
Adenosine triphosphate,C17H39N2O8,260.55,5.84,683.565,Alkaloid
Cholesterol,C19H37N5O7,980.21,N/A,329.624,Amide
Caffeine,C7H14N1O4,756.22,N/A,801.384,Hormone
Aspirin,C12H26N0O6,361.03,12.51,223.567,Nucleotide
Caffeine,C10H18N4O0,552.51,N/A,772.918,Hormone
Urea,C13H21N3O9,360.56,3.88,19.94,Amide
Ethanol,C10H33N2O10,762.25,4.2,861.288,Hormone
Dopamine,C12H40N4O10,701.01,9.38,809.902,Organic Compound
Glucose,C7H2N2O6,217.36,N/A,521.684,Carbohydrate
Urea,C11H24N5O7,564.84,13.68,160.4,Amide
Adrenaline,C9H39N0O4,468.36,12.0,267.926,Carbohydrate
Glucose,C3H11N5O3,636.88,6.19,289.444,Organic Compound
Urea,C8H20N0O3,323.57,12.66,234.562,Alcohol
Dopamine,C11H38N5O1,859.11,5.16,59.209,Hormone
Adenosine triphosphate,C15H22N5O4,254.38,8.05,663.016,Organic Compound
Dopamine,C8H32N3O9,641.35,10.48,940.868,Hormone
Dopamine,C14H21N1O2,474.38,2.38,958.396,Alcohol
Dopamine,C6H22N0O10,763.38,8.63,943.435,Hormone
Aspirin,C3H36N4O10,381.09,13.04,210.911,Amide
Ethanol,C8H23N0O9,114.86,1.79,660.739,Alcohol
Adrenaline,C3H7N5O6,479.72,4.98,356.38,Nucleotide
Aspirin,C15H21N2O3,318.36,5.16,151.453,Alkaloid
Ethanol,C14H7N0O7,375.75,1.8,987.413,Carbohydrate
Cholesterol,C4H30N4O1,917.19,8.21,901.586,Nucleotide
Adenosine triphosphate,C18H4N0O7,696.75,7.92,430.478,Amide
Adenosine triphosphate,C7H8N3O9,861.02,4.62,686.132,Neurotransmitter
Cholesterol,C11H33N2O3,253.54,2.48,491.931,Alcohol
Caffeine,C1H33N3O8,151.39,13.41,687.908,Hormone
Aspirin,C7H13N0O7,657.06,11.13,684.979,Neurotransmitter
Urea,C7H4N4O7,152.37,N/A,810.806,Nucleotide
Glucose,C16H37N3O4,446.45,7.41,592.849,Nucleotide
Aspirin,C8H31N5O9,937.63,2.67,744.554,Alkaloid
Glucose,C10H13N4O9,192.84,N/A,295.987,Neurotransmitter
Adenosine triphosphate,C19H18N3O3,530.26,3.58,250.196,Alkaloid
Ethanol,C11H36N3O10,59.0,1.94,511.126,Hormone
Adrenaline,C10H6N4O10,609.0,10.57,573.757,Carbohydrate
Adrenaline,C5H33N5O4,292.49,N/A,161.178,Carbohydrate
Serotonin,C18H17N0O7,931.47,N/A,454.521,Alkaloid
Ethanol,C8H36N1O6,873.87,11.62,323.799,Carbohydrate
Glucose,C2H32N2O10,401.59,N/A,827.447,Amide
Cholesterol,C12H9N2O4,451.51,5.67,646.867,Neurotransmitter
Cholesterol,C12H29N5O7,916.81,11.06,567.195,Amide
Urea,C2H15N0O8,370.28,13.95,230.973,Neurotransmitter
Serotonin,C3H19N5O3,372.64,N/A,404.086,Alcohol
Dopamine,C19H1N4O1,496.74,9.65,265.667,Carbohydrate
Ethanol,C1H28N2O9,667.98,N/A,298.601,Alkaloid
Aspirin,C7H34N3O8,482.06,N/A,562.59,Alcohol
Caffeine,C18H17N3O5,97.47,N/A,525.556,Nucleotide
Caffeine,C12H28N1O0,175.51,7.85,329.616,Amide
Glucose,C9H37N2O0,703.2,12.11,334.055,Hormone
Glucose,C3H7N1O7,208.53,5.63,641.367,Carbohydrate
Caffeine,C4H34N1O7,981.82,6.12,115.251,Organic Compound
Adrenaline,C5H14N3O5,695.6,N/A,103.554,Nucleotide
Ethanol,C11H35N4O10,625.97,8.21,429.277,Neurotransmitter
Caffeine,C11H7N3O8,452.28,9.46,865.974,Hormone
Adenosine triphosphate,C18H9N1O0,107.44,1.95,377.275,Organic Compound
Adenosine triphosphate,C9H20N1O6,320.41,6.51,511.257,Alkaloid
Ethanol,C3H39N3O9,175.04,4.72,698.301,Lipid
Caffeine,C11H23N1O8,862.55,4.33,509.797,Neurotransmitter
Caffeine,C16H17N1O9,363.86,5.41,368.87,Organic Compound
Adrenaline,C4H16N5O4,825.72,10.3,468.883,Alkaloid
Serotonin,C1H14N4O10,100.93,10.27,665.07,Nucleotide
Adrenaline,C19H5N0O4,783.75,5.81,606.438,Organic Compound
Serotonin,C10H11N5O4,602.27,7.94,895.688,Organic Compound
Caffeine,C12H27N1O5,182.28,2.71,747.708,Amide
Cholesterol,C11H15N2O0,208.61,1.04,590.916,Organic Compound
Urea,C5H22N5O5,146.52,1.05,965.183,Alkaloid
Adrenaline,C13H34N3O8,888.24,N/A,524.604,Nucleotide
Adenosine triphosphate,C20H23N5O9,332.32,8.08,592.862,Carbohydrate
Dopamine,C14H40N5O3,60.61,10.81,603.607,Amide
Adenosine triphosphate,C19H22N5O7,768.25,N/A,47.966,Lipid
Serotonin,C7H17N1O5,713.15,5.27,350.981,Carbohydrate
Urea,C12H5N3O5,50.49,4.51,73.87,Lipid
Serotonin,C11H6N5O0,517.85,N/A,241.552,Alkaloid
Aspirin,C18H33N0O0,481.41,N/A,836.065,Alkaloid
Caffeine,C8H19N4O3,63.49,7.88,871.193,Alkaloid
Glucose,C10H2N5O5,423.65,2.73,131.592,Carbohydrate
Dopamine,C16H36N3O9,804.96,6.84,144.504,Neurotransmitter
Serotonin,C4H10N4O6,625.25,2.34,654.491,Organic Compound
Cholesterol,C17H38N1O3,552.86,N/A,276.595,Lipid
Adrenaline,C6H21N0O8,764.15,N/A,336.578,Hormone
Dopamine,C2H19N2O2,562.62,8.12,20.908,Nucleotide
Adenosine triphosphate,C20H15N2O7,172.31,12.28,755.835,Alcohol
Adrenaline,C8H33N1O4,561.18,N/A,929.063,Alkaloid
Adenosine triphosphate,C14H12N4O4,142.75,8.02,11.195,Amide
Aspirin,C10H39N5O0,338.13,N/A,620.342,Organic Compound
Adrenaline,C4H4N4O9,506.54,N/A,507.886,Hormone
Adenosine triphosphate,C13H29N1O10,336.6,2.53,934.767,Nucleotide
Dopamine,C17H23N1O1,843.69,1.04,683.18,Organic Compound
Adenosine triphosphate,C2H13N0O10,761.42,5.13,48.233,Hormone
Aspirin,C3H3N1O0,176.01,N/A,747.974,Alcohol
Caffeine,C16H32N4O7,637.99,3.09,959.03,Hormone
Serotonin,C12H16N4O9,407.53,6.45,907.046,Hormone
Ethanol,C5H28N2O2,105.34,12.45,134.271,Alkaloid
Adrenaline,C8H35N4O10,783.71,12.64,716.673,Alkaloid
Cholesterol,C20H27N5O3,799.34,12.82,823.025,Neurotransmitter
Cholesterol,C20H10N5O10,97.64,6.32,572.848,Alcohol
Serotonin,C8H19N1O5,907.07,3.67,281.109,Nucleotide
Caffeine,C6H11N5O9,653.71,N/A,140.353,Organic Compound
Glucose,C7H23N4O5,719.24,3.94,402.908,Alkaloid
Cholesterol,C13H16N1O5,141.54,12.9,549.069,Organic Compound
Urea,C6H20N5O1,959.51,11.39,973.009,Nucleotide
Aspirin,C12H9N1O5,883.27,3.35,201.87,Hormone
Aspirin,C17H26N1O10,246.62,9.69,427.027,Lipid
Adrenaline,C17H22N5O10,922.24,4.95,321.535,Nucleotide
Ethanol,C2H27N0O0,651.08,N/A,342.088,Alkaloid
Ethanol,C8H15N0O6,73.15,13.05,550.504,Organic Compound
Adenosine triphosphate,C3H38N1O5,880.17,N/A,264.974,Hormone
Glucose,C9H2N0O8,705.62,N/A,436.95,Alkaloid
Aspirin,C19H26N5O0,618.1,11.16,197.967,Lipid
Glucose,C19H31N4O8,696.92,7.32,94.297,Alcohol
Glucose,C1H19N1O0,758.4,8.53,627.627,Alcohol
Ethanol,C20H16N4O1,285.85,13.58,819.55,Organic Compound
Ethanol,C4H24N0O10,855.57,10.55,332.807,Alcohol
Cholesterol,C3H11N3O9,189.39,N/A,945.455,Alkaloid
Adenosine triphosphate,C3H6N0O10,111.25,N/A,388.147,Lipid
Urea,C14H2N5O9,173.86,3.81,109.129,Organic Compound
Cholesterol,C2H27N3O10,530.6,1.06,627.96,Organic Compound
Caffeine,C14H1N4O5,990.32,N/A,48.436,Lipid
Dopamine,C2H30N1O10,375.71,9.51,408.219,Amide
Adenosine triphosphate,C11H27N1O0,204.49,7.28,367.561,Lipid
Glucose,C6H36N3O8,197.05,10.81,37.808,Nucleotide
Aspirin,C3H26N4O10,881.66,8.43,829.477,Alcohol
Caffeine,C5H39N1O5,651.95,2.09,618.355,Organic Compound
Aspirin,C2H26N5O8,640.33,N/A,426.045,Carbohydrate
Serotonin,C10H27N5O5,869.83,4.02,212.715,Amide
Adrenaline,C3H28N3O8,981.36,13.76,786.92,Alkaloid
Dopamine,C15H27N0O1,640.08,8.91,156.19,Lipid
Aspirin,C20H33N3O8,296.03,8.08,342.32,Lipid
Adrenaline,C10H17N0O7,635.45,5.07,873.691,Nucleotide
Dopamine,C17H28N0O6,858.76,3.44,98.595,Alcohol
Adrenaline,C12H5N5O6,61.35,10.37,400.352,Neurotransmitter
Serotonin,C20H9N5O8,678.99,1.4,886.597,Neurotransmitter
Caffeine,C6H24N1O3,580.77,N/A,104.09,Hormone
