compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C2H31N1O7,303.28,13.55,53.635,Neurotransmitter
Ethanol,C13H27N2O8,378.64,9.47,480.013,Carbohydrate
Urea,C12H15N5O8,301.41,11.27,408.843,Lipid
Urea,C2H28N2O7,175.32,13.24,274.821,Neurotransmitter
Adrenaline,C9H6N1O0,824.71,8.27,446.011,Alkaloid
Dopamine,C4H31N1O1,104.81,5.32,151.9,Lipid
Ethanol,C15H23N3O2,558.09,7.93,560.418,Alkaloid
Adenosine triphosphate,C2H9N4O9,999.58,11.61,674.568,Alcohol
Serotonin,C4H14N3O10,367.32,5.62,79.806,Carbohydrate
Caffeine,C14H12N2O6,433.75,8.39,551.04,Neurotransmitter
Caffeine,C12H5N5O2,948.93,N/A,924.221,Lipid
Adrenaline,C10H31N2O1,853.08,11.87,573.789,Alkaloid
Aspirin,C9H9N4O9,299.02,2.7,436.86,Carbohydrate
Ethanol,C15H18N5O8,582.2,13.2,133.831,Amide
Adenosine triphosphate,C9H34N0O3,131.67,N/A,257.015,Neurotransmitter
Ethanol,C1H35N0O0,303.86,7.25,289.603,Hormone
Glucose,C17H2N4O10,471.68,N/A,816.316,Nucleotide
Urea,C19H18N2O8,631.94,2.27,806.751,Lipid
Cholesterol,C20H8N3O0,660.57,6.81,675.661,Alkaloid
Ethanol,C19H35N1O2,672.6,3.68,249.629,Alkaloid
Caffeine,C15H23N1O8,982.46,8.6,758.531,Carbohydrate
Ethanol,C10H7N1O2,992.86,N/A,857.358,Nucleotide
Ethanol,C18H33N2O10,641.16,10.26,393.154,Alcohol
Urea,C5H21N5O1,168.56,2.81,553.32,Alcohol
Urea,C8H39N2O1,738.48,N/A,591.51,Amide
Serotonin,C16H18N4O1,335.17,12.21,411.884,Carbohydrate
Caffeine,C15H3N3O1,344.69,8.87,372.149,Organic Compound
Ethanol,C1H32N4O8,433.27,9.97,177.636,Nucleotide
Adenosine triphosphate,C14H26N4O8,841.46,12.04,79.078,Amide
Glucose,C13H30N1O10,379.48,13.7,829.754,Nucleotide
Ethanol,C15H17N0O10,274.07,4.5,606.231,Alcohol
Dopamine,C1H24N0O6,953.98,7.75,227.437,Neurotransmitter
Adrenaline,C5H25N3O9,327.77,5.17,104.851,Lipid
Ethanol,C19H16N1O7,498.23,9.91,777.416,Alkaloid
Urea,C8H10N2O6,325.54,N/A,880.18,Lipid
Dopamine,C9H25N5O10,444.72,7.44,986.78,Carbohydrate
Adenosine triphosphate,C11H30N0O4,88.76,9.21,142.824,Organic Compound
Glucose,C8H30N3O5,519.42,1.96,667.731,Amide
Aspirin,C6H16N5O0,768.21,N/A,752.992,Alcohol
Adrenaline,C10H33N2O9,585.45,2.51,757.244,Alkaloid
Dopamine,C10H22N5O8,949.23,7.57,543.856,Carbohydrate
Aspirin,C10H31N1O0,213.07,9.98,469.473,Organic Compound
Adrenaline,C8H12N3O5,438.58,6.89,550.624,Carbohydrate
Urea,C13H28N2O3,814.14,9.55,463.792,Amide
Cholesterol,C9H5N5O3,800.35,N/A,73.489,Alkaloid
Ethanol,C15H35N2O10,535.05,10.86,279.405,Nucleotide
Aspirin,C11H8N5O9,523.23,10.62,341.811,Nucleotide
Aspirin,C15H16N0O3,744.68,13.02,972.776,Alkaloid
Dopamine,C13H13N5O3,724.83,N/A,540.149,Nucleotide
Aspirin,C8H3N3O2,792.08,1.86,952.916,Lipid
Cholesterol,C12H10N5O8,628.84,7.31,85.666,Nucleotide
Caffeine,C12H7N3O6,130.58,5.5,723.645,Carbohydrate
Aspirin,C10H21N2O10,555.26,12.72,624.808,Carbohydrate
Urea,C20H6N1O8,63.1,5.96,493.088,Carbohydrate
Adrenaline,C14H28N2O5,441.9,N/A,489.607,Organic Compound
Serotonin,C2H6N4O3,143.35,10.59,923.631,Alkaloid
Glucose,C13H36N1O5,118.73,11.85,707.747,Lipid
Dopamine,C9H25N4O9,434.25,5.77,439.368,Alkaloid
Ethanol,C20H9N4O7,280.26,N/A,756.891,Lipid
Serotonin,C9H28N5O4,864.73,9.0,909.93,Lipid
Urea,C13H7N3O7,878.0,7.4,276.152,Carbohydrate
Adrenaline,C7H23N3O8,494.97,4.52,806.432,Carbohydrate
Aspirin,C15H24N0O4,901.09,8.13,567.711,Organic Compound
Cholesterol,C4H1N3O8,322.56,N/A,803.095,Alkaloid
Caffeine,C15H22N5O6,835.36,N/A,632.506,Carbohydrate
Ethanol,C1H34N0O1,255.67,11.41,303.263,Lipid
Dopamine,C3H2N4O9,618.51,9.59,989.294,Nucleotide
Dopamine,C12H4N2O3,760.86,N/A,243.652,Lipid
Urea,C8H4N3O7,642.36,4.99,577.369,Nucleotide
Cholesterol,C10H37N5O5,586.24,2.61,926.459,Alkaloid
Urea,C8H5N2O5,381.98,N/A,418.34,Amide
Adenosine triphosphate,C20H32N4O0,396.97,13.06,980.088,Alkaloid
Ethanol,C9H1N2O1,913.46,N/A,865.552,Nucleotide
Urea,C10H20N2O8,323.64,1.53,480.689,Organic Compound
Caffeine,C18H9N4O1,186.14,5.1,302.244,Lipid
Serotonin,C14H14N4O0,188.11,2.88,647.085,Neurotransmitter
Dopamine,C10H29N4O10,254.53,5.12,136.192,Nucleotide
Cholesterol,C8H18N4O8,603.15,2.99,190.927,Lipid
Dopamine,C15H27N4O0,918.14,10.16,344.958,Lipid
Serotonin,C7H23N1O1,696.48,12.15,283.572,Neurotransmitter
Serotonin,C15H22N5O6,997.71,1.22,444.78,Amide
Adrenaline,C9H17N5O8,869.71,12.36,656.51,Carbohydrate
Aspirin,C6H34N0O7,350.2,10.92,714.596,Alcohol
Ethanol,C3H23N0O0,836.11,12.86,710.24,Alcohol
Dopamine,C13H23N5O1,384.18,N/A,355.072,Neurotransmitter
Adrenaline,C10H37N0O6,74.01,2.99,304.604,Amide
Adrenaline,C9H14N5O5,869.99,2.91,804.79,Hormone
Aspirin,C13H35N3O0,907.55,13.42,328.393,Hormone
Urea,C5H29N5O10,928.35,11.36,122.275,Alkaloid
Adrenaline,C18H20N2O8,277.02,4.67,679.016,Neurotransmitter
Glucose,C2H32N0O7,317.75,12.81,852.707,Hormone
Aspirin,C4H8N0O0,859.92,2.55,303.148,Hormone
Dopamine,C12H14N5O7,196.03,2.44,783.24,Hormone
Dopamine,C15H2N4O8,429.0,N/A,983.173,Carbohydrate
Adrenaline,C6H40N0O4,598.59,N/A,393.487,Hormone
Dopamine,C9H27N2O2,927.87,1.75,828.463,Lipid
Cholesterol,C6H35N0O7,99.92,6.84,894.496,Carbohydrate
Glucose,C8H23N1O7,624.66,5.45,792.535,Carbohydrate
Urea,C11H36N2O6,97.92,1.59,603.05,Hormone
Urea,C19H18N2O4,902.54,11.76,348.35,Alcohol
Adenosine triphosphate,C4H5N0O4,317.73,N/A,459.447,Lipid
Caffeine,C12H3N4O0,939.59,10.23,126.487,Nucleotide
Urea,C4H27N4O7,738.57,6.21,311.948,Hormone
Serotonin,C5H27N1O4,917.02,5.46,438.972,Nucleotide
Serotonin,C18H19N2O8,145.69,6.41,819.543,Alkaloid
Adenosine triphosphate,C20H22N4O3,341.15,11.34,555.083,Nucleotide
Serotonin,C15H26N0O5,100.98,3.3,374.437,Lipid
Cholesterol,C12H2N3O6,810.54,12.51,565.434,Alkaloid
Urea,C13H1N3O0,567.57,12.65,459.408,Neurotransmitter
Ethanol,C8H1N0O6,770.51,13.88,611.574,Alcohol
Adrenaline,C19H8N5O2,481.19,13.73,5.947,Nucleotide
Serotonin,C12H19N2O6,919.87,13.9,144.495,Carbohydrate
Aspirin,C9H40N1O7,334.15,6.83,488.612,Carbohydrate
Caffeine,C18H21N0O3,489.61,7.07,269.092,Lipid
Aspirin,C7H15N2O10,464.84,4.48,349.587,Alkaloid
Cholesterol,C19H16N3O7,577.97,5.37,940.37,Carbohydrate
Glucose,C13H36N2O6,732.86,9.28,383.349,Organic Compound
Cholesterol,C17H28N5O5,622.37,12.64,782.215,Alcohol
Ethanol,C17H35N5O2,365.21,8.66,355.398,Carbohydrate
Aspirin,C14H28N2O8,498.68,13.02,447.673,Alcohol
Glucose,C8H11N5O7,650.35,13.57,790.156,Alcohol
Urea,C2H31N3O8,494.68,10.96,248.723,Neurotransmitter
Glucose,C15H19N4O8,456.88,1.22,518.993,Amide
Serotonin,C6H18N1O10,262.46,12.02,619.074,Alkaloid
Serotonin,C6H1N5O10,802.96,5.44,373.988,Hormone
Glucose,C15H2N1O2,744.4,13.52,189.153,Lipid
Adenosine triphosphate,C16H4N3O9,395.78,N/A,592.726,Hormone
Adrenaline,C1H25N0O2,459.61,10.57,805.811,Nucleotide
Glucose,C6H19N0O5,418.35,N/A,516.835,Carbohydrate
Dopamine,C11H4N5O0,246.31,N/A,531.06,Lipid
Ethanol,C13H21N2O10,257.17,12.23,101.223,Alkaloid
Dopamine,C19H12N5O2,55.08,N/A,736.249,Amide
Dopamine,C14H2N5O0,55.12,4.9,939.772,Alcohol
Caffeine,C11H20N2O3,242.37,2.62,280.058,Carbohydrate
Adenosine triphosphate,C6H11N0O10,747.63,3.45,739.691,Alkaloid
Adrenaline,C6H7N3O9,92.37,N/A,240.109,Organic Compound
Cholesterol,C14H5N3O6,410.43,13.02,920.2,Neurotransmitter
Urea,C1H29N1O10,140.52,11.24,418.911,Alkaloid
Caffeine,C4H8N2O8,997.84,1.18,247.273,Alkaloid
Glucose,C20H39N0O1,463.6,1.07,546.641,Nucleotide
Glucose,C5H36N0O1,502.35,4.01,311.735,Alkaloid
Caffeine,C15H1N0O3,443.81,2.85,271.858,Hormone
Serotonin,C3H32N3O7,158.33,2.24,923.454,Alkaloid
Glucose,C8H37N4O7,452.77,13.71,899.438,Organic Compound
Ethanol,C19H34N2O4,233.21,8.06,511.734,Organic Compound
Adrenaline,C6H20N1O5,947.34,4.49,111.231,Amide
Urea,C1H23N1O0,486.59,11.83,483.887,Neurotransmitter
Serotonin,C9H22N0O2,501.6,N/A,171.121,Carbohydrate
Glucose,C19H30N2O9,481.81,2.99,358.304,Organic Compound
Glucose,C12H3N3O4,202.54,11.55,435.347,Carbohydrate
Adenosine triphosphate,C6H29N0O8,541.66,5.28,832.794,Alcohol
Ethanol,C14H15N5O1,610.92,13.52,321.681,Alkaloid
Serotonin,C2H26N2O7,381.65,N/A,235.38,Organic Compound
Dopamine,C6H25N1O0,374.44,8.07,947.637,Nucleotide
Glucose,C13H39N3O8,793.02,10.86,444.755,Neurotransmitter
Cholesterol,C4H16N4O3,184.6,4.23,168.011,Amide
Dopamine,C4H38N4O2,95.92,3.6,113.696,Amide
Adrenaline,C7H4N3O10,567.63,11.6,744.267,Neurotransmitter
Cholesterol,C18H8N5O10,567.36,9.53,588.116,Hormone
Serotonin,C2H29N0O2,625.21,N/A,856.001,Carbohydrate
Urea,C2H29N1O9,114.29,5.81,318.516,Amide
Ethanol,C14H15N3O8,114.41,5.2,898.835,Carbohydrate
Adrenaline,C13H15N2O0,460.25,12.66,535.65,Amide
Serotonin,C20H31N5O8,279.64,11.19,962.253,Carbohydrate
Caffeine,C10H37N4O0,396.32,5.9,766.716,Amide
Adenosine triphosphate,C2H19N5O10,227.88,8.39,658.48,Organic Compound
Serotonin,C10H6N0O10,791.74,13.94,722.84,Amide
Aspirin,C11H17N0O9,360.14,N/A,856.857,Nucleotide
Dopamine,C10H1N1O0,103.5,1.32,963.644,Alkaloid
Serotonin,C12H22N0O5,93.51,N/A,633.795,Organic Compound
Adrenaline,C15H8N5O1,975.48,8.29,702.949,Alkaloid
Caffeine,C9H40N0O8,346.06,11.39,682.743,Neurotransmitter
Glucose,C20H6N4O8,102.1,3.42,396.862,Hormone
Glucose,C4H36N4O10,139.44,13.75,427.261,Alcohol
Urea,C6H1N2O5,457.34,12.52,84.632,Hormone
Dopamine,C6H3N5O9,898.38,N/A,298.763,Amide
Caffeine,C15H28N5O0,869.47,6.86,931.739,Alcohol
Dopamine,C14H25N0O1,945.27,2.53,808.407,Nucleotide
Dopamine,C19H15N0O0,178.36,1.46,898.246,Carbohydrate
Urea,C10H6N2O6,535.26,6.75,322.033,Neurotransmitter
Glucose,C18H11N5O3,109.31,N/A,860.777,Alkaloid
Urea,C10H37N3O9,682.19,N/A,84.888,Carbohydrate
Ethanol,C1H39N2O4,70.55,12.75,761.616,Alkaloid
Serotonin,C8H24N2O0,537.81,5.51,688.434,Organic Compound
Aspirin,C5H5N5O3,333.62,1.4,232.008,Alkaloid
Adenosine triphosphate,C10H34N3O5,383.38,6.19,104.831,Organic Compound
Ethanol,C14H21N0O1,535.6,1.04,118.92,Carbohydrate
Cholesterol,C12H21N1O10,172.8,2.96,931.249,Amide
Ethanol,C18H13N3O8,321.08,4.89,566.211,Nucleotide
Aspirin,C6H27N3O2,862.9,7.44,912.76,Lipid
Dopamine,C11H19N2O5,519.02,5.09,489.436,Lipid
Ethanol,C3H20N0O7,972.38,N/A,427.919,Alcohol
Adrenaline,C19H3N1O10,769.92,12.45,908.105,Hormone
Caffeine,C19H12N4O2,227.91,8.07,507.95,Neurotransmitter
Urea,C20H18N4O10,759.94,N/A,495.915,Amide
Glucose,C14H9N0O6,538.51,3.76,829.781,Lipid
Aspirin,C4H1N3O1,721.3,5.42,972.925,Nucleotide
Adenosine triphosphate,C7H38N0O10,61.91,N/A,896.069,Organic Compound
Cholesterol,C19H26N3O10,554.68,4.01,401.661,Hormone
Cholesterol,C7H11N3O0,456.44,5.29,856.171,Alkaloid
Cholesterol,C3H26N1O8,648.95,1.73,490.958,Hormone
Cholesterol,C13H19N5O0,112.94,N/A,642.142,Amide
Cholesterol,C3H25N4O3,824.61,13.57,120.271,Nucleotide
Cholesterol,C16H22N0O10,883.55,7.16,863.375,Neurotransmitter
Cholesterol,C20H40N1O10,161.25,3.12,158.195,Alcohol
Serotonin,C9H26N2O8,728.48,2.09,747.756,Hormone
Aspirin,C3H4N3O6,684.11,1.79,44.236,Organic Compound
Urea,C2H30N2O3,233.96,8.16,660.687,Neurotransmitter
Caffeine,C9H9N5O0,863.2,1.61,135.941,Nucleotide
Adenosine triphosphate,C12H2N0O9,958.78,N/A,978.688,Amide
Cholesterol,C3H9N3O0,933.92,1.32,769.947,Alcohol
Glucose,C4H6N3O5,755.97,12.3,530.302,Alkaloid
Aspirin,C14H30N2O9,441.16,6.53,531.388,Amide
Cholesterol,C2H18N0O2,966.92,8.72,711.787,Amide
Caffeine,C7H6N3O9,902.87,13.98,681.994,Nucleotide
Glucose,C4H6N5O5,217.84,3.75,772.659,Lipid
Urea,C14H36N5O8,927.96,7.59,657.271,Organic Compound
Dopamine,C9H23N1O3,814.17,3.98,839.402,Nucleotide
Adrenaline,C13H3N1O6,505.41,13.79,440.622,Alcohol
Aspirin,C19H11N3O8,843.16,13.91,438.762,Organic Compound
Cholesterol,C5H29N4O1,336.81,N/A,817.766,Hormone
Dopamine,C2H24N1O6,797.96,12.68,292.666,Amide
Ethanol,C5H35N5O9,845.62,3.28,385.207,Lipid
Adenosine triphosphate,C13H15N3O8,372.56,10.78,306.963,Amide
Serotonin,C17H3N2O1,302.89,12.23,292.992,Carbohydrate
Caffeine,C10H35N4O0,948.79,13.69,754.929,Carbohydrate
Urea,C16H9N5O1,977.96,3.22,622.975,Organic Compound
Aspirin,C11H40N5O8,473.89,4.63,500.947,Hormone
Cholesterol,C8H12N5O2,601.84,7.94,787.808,Amide
Dopamine,C6H37N3O0,559.98,11.3,437.467,Amide
Cholesterol,C3H21N4O9,830.77,1.99,416.32,Neurotransmitter
Adenosine triphosphate,C19H30N2O9,822.89,3.27,369.088,Nucleotide
Ethanol,C1H34N0O5,102.93,4.5,83.604,Lipid
Urea,C6H30N5O6,759.52,5.4,194.545,Neurotransmitter
Caffeine,C10H29N0O0,468.04,13.88,821.247,Nucleotide
Cholesterol,C17H15N2O7,604.1,6.45,422.675,Lipid
Dopamine,C1H6N0O4,69.42,7.8,583.648,Lipid
Adrenaline,C10H23N5O10,729.88,8.26,84.782,Neurotransmitter
Adrenaline,C2H35N0O8,677.6,8.56,344.548,Hormone
Adenosine triphosphate,C10H22N3O6,927.65,2.25,443.555,Carbohydrate
Adenosine triphosphate,C17H18N1O0,571.84,2.24,825.629,Hormone
Adrenaline,C9H38N2O1,626.52,1.8,113.748,Organic Compound
Adrenaline,C5H19N5O10,955.8,N/A,183.236,Hormone
Dopamine,C20H12N3O3,395.48,7.54,542.868,Lipid
Adenosine triphosphate,C13H24N4O9,630.43,2.09,31.351,Lipid
Ethanol,C8H18N0O0,313.14,N/A,587.692,Hormone
Adenosine triphosphate,C20H28N3O4,430.83,11.94,165.694,Hormone
Ethanol,C19H2N5O4,630.48,8.59,42.089,Neurotransmitter
Dopamine,C16H8N4O0,156.89,9.25,541.603,Nucleotide
Aspirin,C20H25N0O9,545.73,2.5,378.15,Organic Compound
Dopamine,C15H34N3O7,614.92,12.31,354.487,Organic Compound
Ethanol,C7H31N2O0,611.14,N/A,799.258,Amide
Glucose,C10H20N1O4,500.95,7.17,13.747,Alcohol
Ethanol,C11H14N4O8,597.86,8.06,880.082,Alkaloid
Urea,C2H36N3O1,881.9,13.6,393.274,Alcohol
Adrenaline,C6H35N5O5,613.57,1.6,782.534,Amide
Serotonin,C20H29N0O5,756.8,13.62,370.939,Alcohol
Aspirin,C11H13N2O2,124.05,7.29,246.572,Lipid
Glucose,C3H27N3O7,911.11,9.28,853.298,Neurotransmitter
Dopamine,C4H15N3O8,84.89,3.23,235.879,Alcohol
Cholesterol,C5H4N2O10,564.45,11.1,750.528,Hormone
Aspirin,C16H14N5O10,205.45,10.08,648.564,Hormone
Glucose,C14H14N2O3,287.46,10.69,540.232,Alkaloid
Ethanol,C8H35N5O2,961.23,N/A,448.433,Alcohol
Caffeine,C4H5N4O8,975.57,5.61,729.014,Carbohydrate
Adrenaline,C7H19N0O5,59.94,9.71,839.106,Lipid
Cholesterol,C18H2N5O5,441.45,2.64,290.4,Nucleotide
Urea,C18H28N5O0,898.42,11.47,868.859,Hormone
Glucose,C3H25N3O9,383.49,11.15,718.38,Carbohydrate
Glucose,C16H29N1O5,806.02,4.45,284.628,Amide
Glucose,C5H25N4O0,622.06,2.46,37.034,Alkaloid
Urea,C2H34N0O0,911.81,1.73,179.818,Hormone
Adenosine triphosphate,C4H22N5O6,651.66,7.31,676.753,Organic Compound
Adrenaline,C18H22N2O6,682.93,5.08,618.621,Carbohydrate
Aspirin,C5H34N3O1,562.08,N/A,162.94,Nucleotide
